"1","Financial Year","31-08-2010","31-08-2011","31-08-2012","31-08-2013","31-08-2014","31-08-2015","31-08-2016","31-08-2017","31-08-2018","31-08-2019"
"2","Sales/Revenue","101,470.41","88,006.80","152,725.68","229,737.66","191,729.61","131,316.72","175,552.21","154,438.27","101,828.17","243,414.24"
"3","Pretax Income","5,000.51","7,386.19","15,669.18","18,286.60","19,316.81","6,926.34","1,960.65","2,049.18","1,612.77","12,396.19"
"4","Net Income","4,501.81","7,127.00","10,870.01","12,553.33","12,808.30","3,672.56","(535.42)","3,692.84","(2,116.28)","7,561.05"
"5","Cash & Short-Term Investments","8,510.33","13,236.89","23,224.59","30,890.31","26,248.68","15,177.25","10,139.65","19,578.60","15,659.32","19,567.42"
"6","Cash Only","5,856.14","3,486.97","5,125.57","16,331.92","20,653.07","8,899.24","5,272.80","10,278.00","2,857.82","6,782.90"
"7","Total Accounts Receivables","51,209.15","41,571.04","42,662.42","46,848.87","43,233.01","48,197.20","42,818.87","39,647.49","41,816.80","113,087.47"
"8","Inventories","72,566.67","77,992.64","91,606.02","127,678.33","126,186.49","140,291.42","180,899.67","185,525.34","217,247.68","186,542.35"
"9","Net Property, Plant & Equipment","20,945.78","8,850.83","10,493.31","24,660.80","24,814.40","27,286.60","38,439.54","48,956.02","141,542.15","154,370.91"
"10","Accrued Payable","22,466.82","9,345.03","6,568.64","-","-","-","-","64,053.04","115,425.20","72,582.08"
"11","Short Term Debt","45,941.21","31,846.91","29,517.91","35,444.94","42,957.14","60,197.33","74,738.69","97,387.74","118,201.03","111,972.72"
"12","Long Term Debt","22,264.91","25,136.78","42,576.05","57,634.61","61,161.77","49,594.10","66,320.53","74,532.18","113,063.26","208,750.62"
"13","Net Operating Cash Flow","(15,416.39)","(4,669.11)","2,648.41","1,439.83","34,696.39","(17,922.31)","970.29","(1,340.12)","19,355.10","(64,228.91)"
"14","Capital Expenditures","(244.91)","(525.98)","(735.36)","(7,726.49)","(1,900.25)","(2,323.25)","(2,597.32)","(17,245.19)","(99,526.23)","(19,964.03)"
"15","Total Shares Outstanding (million)","82,157.00","82,157.00","82,157.00","102,696.46","102,696.46","102,696.46","102,696.46","102,696.46","112,395.02","112,395.02"
