"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","61,118.45","51,419.91","53,526.36","52,792.16","52,609.61","64,877.25","81,711.37","122,163.13","99,641.26","52,616.00"
"3","Pretax Income","786.87","(3,072.42)","(3,077.71)","(457.00)","(2,719.58)","2,816.49","94.66","52.35","(9,891.63)","(7,156.00)"
"4","Net Income","1,711.00","(2,527.88)","(3,465.32)","(1,100.82)","(2,659.73)","2,691.97","(11.09)","(230.52)","(9,461.39)","(7,317.00)"
"5","Cash & Short-Term Investments","2,694.52","2,745.79","2,260.81","3,095.26","4,847.06","4,859.23","14,607.21","13,788.89","11,956.15","10,092.00"
"6","Cash Only","2,694.52","2,745.79","2,260.81","3,095.26","4,847.06","4,859.23","14,607.21","13,788.89","11,956.15","9,517.00"
"7","Total Accounts Receivables","13,067.63","18,234.88","12,376.99","11,456.00","12,487.57","19,709.53","32,829.28","40,779.36","21,961.79","10,508.00"
"8","Inventories","4,418.05","4,638.20","4,607.76","5,370.01","5,612.46","7,548.97","12,899.18","19,438.40","8,095.10","8,012.00"
"9","Net Property, Plant & Equipment","2,678.43","3,661.26","3,046.51","2,593.94","4,046.90","4,839.63","10,145.97","10,875.91","3,314.75","10,288.00"
"10","Short Term Debt","65.03","3,543.96","491.48","51.73","60.76","79.23","93.83","76.47","135.94","3,540.00"
"11","Long Term Debt","244.10","211.14","167.79","122.60","266.72","251.93","1,595.08","1,467.89","2,042.75","5,608.00"
"12","Net Operating Cash Flow","1,959.20","(7,912.79)","1,499.94","393.88","153.30","274.61","(2,902.04)","1,337.41","(4,521.88)","1,948.00"
"13","Capital Expenditures","(964.61)","(1,741.67)","(665.03)","(672.53)","(2,250.15)","(1,826.77)","(7,095.74)","(3,935.44)","(785.69)","(604.00)"
"14","Total Shares Outstanding (million)","106,483.00","141,978.00","156,175.00","171,792.90","206,151.40","216,607.20","286,830.23","322,344.43","329,304.93","329,304.93"
