"1","Financial Year","31-12-2018       4","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1"
"2","Sales/Revenue","25,375.97","25,552.00","23,188.00","26,148.00","24,617.56","18,050.00","15,926.00","26,213.00","27,774.00","23,202.00"
"3","Pretax Income","3,751.09","3,222.00","3,326.00","2,843.00","5,305.60","1,175.00","253.00","3,644.00","2,377.00","1,777.00"
"4","Net Income","799.15","419.00","774.00","(201.00)","941.58","(432.00)","(1,957.00)","(13.00)","(271.00)","(179.00)"
"5","Cash & Short-Term Investments","30,260.89","29,612.00","24,424.00","32,644.00","35,785.64","29,588.00","27,338.00","33,570.00","42,173.00","40,736.00"
"6","Cash Only","-","-","-","-","-","-","-","22,046.00","27,788.00","31,335.00"
"7","Total Accounts Receivables","48,452.80","53,425.00","51,808.00","53,839.00","47,565.80","45,200.00","47,458.00","48,378.00","52,942.00","54,344.00"
"8","Inventories","-","-","-","-","54.20","107.00","17.00","22.00","191.00","177.00"
"9","Net Property, Plant & Equipment","39,050.13","38,802.00","39,118.00","38,979.00","40,806.53","39,580.00","40,270.00","42,325.00","43,309.00","43,807.00"
"10","Accrued Payable","14,717.84","15,350.00","15,888.00","17,638.00","17,891.44","13,998.00","15,667.00","13,498.00","18,067.00","16,027.00"
"11","Short Term Debt","25,353.90","28,242.00","21,372.00","30,227.00","27,354.50","24,286.00","24,495.00","34,406.00","46,127.00","46,763.00"
"12","Long Term Debt","677.61","580.00","598.00","664.00","422.11","447.00","273.00","2,888.00","2,376.00","2,338.00"
"13","Net Operating Cash Flow","(839.68)","(84.00)","6,992.00","5,703.00","4,997.68","(1,931.00)","280.00","2,380.00","2,174.00","(762.00)"
"14","Capital Expenditures","(2,037.22)","(1,078.00)","(2,293.00)","(1,573.00)","(1,320.50)","(1,422.00)","(485.00)","(5,081.00)","(1,932.00)","(1,342.00)"
"15","Total Shares Outstanding (million)","657,867.29","657,867.29","657,867.29","657,867.29","657,405.39","657,404.39","657,404.39","657,404.39","657,404.39","657,405.39"
