"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","134,776.20","139,112.32","153,020.43","157,076.98","119,549.76","112,979.88","111,721.04","108,232.33","71,824.69","697,612.45"
"3","Pretax Income","(5,787.83)","(15,707.07)","(2,281.54)","(10,738.15)","(11,627.06)","96.04","(20,522.76)","(26,903.22)","13,707.79","215,942.68"
"4","Net Income","(5,788.10)","(15,481.70)","(512.91)","(10,175.84)","(10,753.28)","249.87","(20,313.67)","(27,849.66)","7,691.39","142,486.70"
"5","Cash & Short-Term Investments","199.00","152.05","718.45","346.14","432.84","1,212.50","16,664.94","8,503.39","9,856.61","214,279.98"
"6","Cash Only","112.56","62.79","718.45","346.14","432.84","1,183.50","15,301.58","3,136.20","1,843.39","-"
"7","Total Accounts Receivables","20,127.50","18,029.15","16,114.89","25,731.04","28,270.22","24,518.82","20,626.89","19,866.05","52,104.17","413,114.29"
"8","Inventories","7,711.14","5,026.40","7,459.39","7,339.98","13,960.24","16,506.10","7,125.28","15,138.60","40,007.76","361,434.16"
"9","Net Property, Plant & Equipment","95,794.56","102,139.09","84,844.09","79,292.47","69,999.86","68,120.07","79,963.45","68,366.57","-","13,522.60"
"10","Short Term Debt","18,557.58","14,915.60","9,513.91","6,596.66","8,257.12","12,208.91","7,319.69","5,162.09","-","42,837.85"
"11","Long Term Debt","34,353.27","24,601.18","18,676.00","16,431.06","15,800.29","11,321.29","10,497.51","6,177.81","-","183,342.59"
"12","Net Operating Cash Flow","(13,773.74)","14,094.48","(9,006.98)","6,609.81","(10,417.52)","(5,507.79)","(9,381.69)","(1,140.13)","12,794.29","218,203.09"
"13","Capital Expenditures","(891.00)","(706.32)","(1,197.99)","(1,545.66)","(4,311.07)","(3,160.43)","(5,097.05)","(10,976.65)","(2,048.91)","(1,021.48)"
"14","Total Shares Outstanding (million)","673,333.00","673,333.00","673,333.33","673,333.33","768,216.64","1,083,163.94","2,678,229.31","2,678,229.31","2,678,229.31","483,489.17"
