"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","37,870.41","44,070.54","60,646.69","58,455.87","73,891.68","81,345.88","74,496.55","59,931.52","52,531.64","38,728.62"
"3","Pretax Income","5,192.69","5,791.34","8,894.80","9,901.55","9,356.90","3,307.85","3,208.97","(5,302.31)","(3,715.68)","(4,456.96)"
"4","Net Income","4,689.11","4,867.77","4,939.07","5,361.26","6,482.43","3,119.77","112.55","(7,183.66)","(3,960.14)","(4,661.18)"
"5","Cash & Short-Term Investments","8,474.00","9,303.16","11,078.91","8,327.24","10,427.49","9,225.23","10,928.27","12,212.85","8,270.00","6,837.23"
"6","Cash Only","3,444.57","3,710.79","4,081.14","3,690.24","-","-","-","-","-","-"
"7","Total Accounts Receivables","8,448.85","16,628.23","23,559.11","18,442.09","28,161.95","36,792.25","38,815.14","35,486.73","27,655.07","16,844.94"
"8","Inventories","3,879.80","4,246.03","3,511.21","6,185.61","3,598.02","3,296.54","2,350.82","1,872.97","1,320.90","1,076.74"
"9","Net Property, Plant & Equipment","16,201.29","23,349.67","21,225.54","27,553.07","30,760.13","29,763.14","41,425.24","38,184.33","29,530.84","26,360.71"
"10","Short Term Debt","4,906.01","7,881.56","8,090.91","5,734.47","1,682.44","3,021.05","11,573.91","17,121.62","13,925.54","10,593.99"
"11","Long Term Debt","18,378.43","18,912.22","16,021.22","9,963.37","8,743.93","9,448.75","18,652.38","19,533.67","14,598.30","10,975.66"
"12","Net Operating Cash Flow","10,562.89","14,445.95","14,126.15","17,016.66","21,868.50","7,458.55","4,624.64","4,237.50","7,935.85","11,684.13"
"13","Capital Expenditures","(1,788.58)","(13,146.79)","(3,678.40)","(10,757.44)","(10,957.17)","(7,429.65)","(9,592.17)","(6,865.23)","(3,507.28)","(4,087.88)"
"14","Total Shares Outstanding (million)","558,200.00","558,200.00","558,200.00","558,200.02","558,200.02","558,200.02","558,200.02","558,200.02","558,200.02","558,200.02"
