"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","9,492.91","7,268.06","8,821.87","10,584.12","8,742.96","6,097.29","8,183.77","10,716.05","17,826.81","13,024.00"
"3","Pretax Income","(1,460.45)","484.89","1,604.05","2,580.94","(10,955.32)","(4,927.59)","(6,769.53)","(8,646.37)","(5,457.41)","(35,783.00)"
"4","Net Income","(1,393.09)","122.22","941.50","1,294.57","(11,059.28)","(4,424.93)","(6,359.20)","(8,605.94)","(5,477.62)","(36,235.00)"
"5","Cash & Short-Term Investments","9,210.31","22,849.59","16,239.23","16,166.17","76,798.55","66,702.00","43,972.18","27,667.17","9,801.17","6,497.00"
"6","Cash Only","3,283.38","4,667.38","2,678.44","2,385.73","5,588.70","3,192.27","3,142.71","-","-","2,130.00"
"7","Total Accounts Receivables","2,038.34","2,936.17","8,005.92","11,828.91","13,419.60","11,474.33","15,374.84","8,634.32","18,260.19","5,323.00"
"8","Inventories","294.06","4,758.48","4,179.48","4,361.39","618.84","2,735.98","6,151.01","9,768.89","11,679.26","9,723.00"
"9","Net Property, Plant & Equipment","8,876.68","7,550.80","9,351.17","16,247.52","11,110.56","11,294.31","16,604.11","20,474.29","22,931.26","17,856.00"
"10","Accrued Payable","-","-","-","1,752.29","2,035.66","4,381.04","-","6,004.53","6,329.98","4,933.00"
"11","Short Term Debt","-","-","32.08","33.71","35.34","37.07","25.55","-","58.21","169.00"
"12","Long Term Debt","-","-","131.58","97.87","62.53","28.70","-","-","124.88","346.00"
"13","Net Operating Cash Flow","1,937.91","(5,300.21)","(1,020.36)","5,996.61","(882.09)","(395.52)","(9,119.60)","(3,184.72)","(1,902.16)","6,222.00"
"14","Capital Expenditures","(1,926.06)","(2,451.25)","(5,595.77)","(11,760.41)","(3,863.14)","(8,002.97)","(13,569.37)","(13,275.07)","(13,155.43)","(10,421.00)"
"15","Total Shares Outstanding (million)","211,930.00","366,062.00","366,062.38","402,668.58","710,465.58","710,465.58","710,465.58","710,465.58","710,465.58","715,465.58"
