"1","Financial Year","30-06-2019       4","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1"
"2","Sales/Revenue","4,960.08","1,343.00","459.00","442.00","4,978.03","1,210.00","356.00","350.00","5,003.50","1,180.00"
"3","Pretax Income","3,995.19","(520.00)","2,390.00","(5,807.00)","6,760.83","4,021.00","3,977.00","(1,000.00)","13,438.43","(1,135.00)"
"4","Net Income","3,708.93","(545.00)","2,370.00","(5,801.00)","6,668.00","3,989.00","3,942.00","(1,055.00)","13,386.88","(1,152.00)"
"5","Cash & Short-Term Investments","69,615.91","63,558.00","58,995.00","53,974.00","59,272.89","59,696.00","59,994.00","59,480.00","64,261.00","59,914.00"
"6","Cash Only","69,615.91","63,558.00","58,995.00","53,974.00","59,272.89","59,696.00","59,994.00","59,480.00","64,261.00","59,914.00"
"7","Total Accounts Receivables","160.13","191.00","629.00","227.00","431.78","191.00","496.00","153.00","143.00","183.00"
"8","Net Property, Plant & Equipment","5.80","5.00","5.00","9.00","20.26","17.00","14.00","11.00","8.00","7.00"
"9","Short Term Debt","-","-","-","-","-","-","-","-","-","-"
"10","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"11","Net Operating Cash Flow","(8.00)","(221.00)","(163.00)","(488.00)","(296.00)","(135.00)","(109.00)","(485.00)","(109.00)","(224.00)"
"12","Capital Expenditures","-","-","-","(6.00)","(21.00)","-","-","-","-","-"
"13","Total Shares Outstanding (million)","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33","123,747.33"
