"1","Financial Year","31-12-2018       4","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1"
"2","Sales/Revenue","418,161.00","405,051.00","423,992.00","409,060.00","391,728.00","368,281.00","368,878.00","385,478.00","355,772.00","363,763.00"
"3","Pretax Income","15,653.00","49,588.00","50,269.00","47,871.00","88,542.00","41,280.00","29,578.00","38,280.00","(12,552.00)","22,560.00"
"4","Net Income","(7,749.00)","21,367.00","18,671.00","17,630.00","23,493.00","18,190.00","13,188.00","15,096.00","(9,982.00)","7,298.00"
"5","Cash & Short-Term Investments","435,355.00","470,286.00","434,454.00","470,616.00","539,023.00","416,427.00","301,231.00","315,901.00","391,408.00","341,051.00"
"6","Cash Only","-","-","-","-","453,892.00","331,710.00","262,556.00","280,053.00","258,245.00","206,711.00"
"7","Total Accounts Receivables","337,104.00","354,162.00","357,550.00","366,727.00","288,407.00","341,638.00","371,755.00","368,535.00","348,447.00","332,218.00"
"8","Inventories","89,381.00","89,100.00","95,638.00","82,112.00","89,070.00","98,168.00","105,129.00","102,411.00","88,853.00","98,813.00"
"9","Net Property, Plant & Equipment","573,848.00","566,301.00","564,039.00","561,155.00","589,014.00","581,161.00","584,772.00","597,320.00","231,513.00","227,228.00"
"10","Short Term Debt","90,922.00","112,700.00","112,886.00","95,554.00","93,076.00","93,861.00","92,307.00","92,098.00","97,111.00","110,127.00"
"11","Long Term Debt","1,115,336.00","1,087,088.00","1,046,079.00","1,055,042.00","1,073,042.00","1,023,361.00","980,080.00","971,842.00","981,468.00","922,813.00"
"12","Net Operating Cash Flow","36,231.00","83,371.00","35,649.00","95,363.00","135,538.00","(10,346.00)","(6,238.00)","79,202.00","60,356.00","21,316.00"
"13","Capital Expenditures","(1,076.00)","(5,157.00)","(10,598.00)","(10,667.00)","(46,126.00)","(9,265.00)","(17,010.00)","(27,414.00)","(26,915.00)","(8,000.00)"
"14","Total Shares Outstanding (million)","1,065,983.46","1,065,983.46","1,065,975.16","1,065,975.16","1,065,975.00","1,068,717.87","1,062,292.67","1,072,448.04","1,076,209.02","1,072,998.69"
