"1","Financial Year","31-03-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","13,775,074.00","8,505,933.00","9,484,003.00","8,971,805.00","9,296,254.00","10,908,386.00","9,597,239.00","10,068,212.00","8,780,275.00","8,962,724.00"
"3","Pretax Income","911,914.00","(1,222,012.00)","1,599,339.00","2,227,727.00","2,410,348.00","2,566,857.00","2,813,967.00","2,003,580.00","1,344,113.00","1,512,323.00"
"4","Net Income","682,046.00","(1,481,483.00)","771,346.00","2,085,375.00","2,204,310.00","2,467,780.00","2,581,550.00","1,981,509.00","1,311,503.00","1,426,355.00"
"5","Cash & Short-Term Investments","7,849,080.00","4,155,139.00","4,023,351.00","4,747,735.00","4,838,829.00","5,654,024.00","1,157,932.00","1,361,310.00","1,551,183.00","2,675,317.00"
"6","Cash Only","448,541.00","284,502.00","70,813.00","2,700,167.00","3,609,956.00","4,888,707.00","929,919.00","393,122.00","1,214,789.00","1,113,410.00"
"7","Total Accounts Receivables","1,844,709.00","2,002,661.00","3,120,791.00","2,740,747.00","3,317,180.00","4,778,602.00","4,929,583.00","4,120,317.00","3,837,244.00","3,726,772.00"
"8","Inventories","344,560.00","434,995.00","336,101.00","262,900.00","243,782.00","205,216.00","213,468.00","198,592.00","250,030.00","165,731.00"
"9","Net Property, Plant & Equipment","28,228,999.00","28,013,184.00","21,833,438.00","22,691,486.00","20,513,945.00","25,443,583.00","26,114,284.00","22,982,431.00","23,335,927.00","23,286,972.00"
"10","Accrued Payable","-","536,649.00","-","2,813,730.00","2,290,789.00","2,197,000.00","1,592,788.00","1,450,122.00","-","-"
"11","Short Term Debt","3,577,411.00","5,859,556.00","2,864,873.00","3,392,624.00","1,148,814.00","1,110,055.00","7,372,969.00","7,717,608.00","5,778,493.00","5,599,481.00"
"12","Long Term Debt","9,194,263.00","8,332,604.00","6,507,057.00","6,826,205.00","7,590,349.00","5,394,348.00","5,228,537.00","3,946,285.00","7,271,413.00","7,552,692.00"
"13","Net Operating Cash Flow","3,800,587.00","1,042,715.00","1,638,565.00","2,011,162.00","2,845,711.00","3,426,791.00","5,222,258.00","4,739,114.00","4,099,227.00","5,579,057.00"
"14","Capital Expenditures","(4,695,467.00)","(2,344,974.00)","(3,251,562.00)","(2,271,255.00)","(1,708,835.00)","(1,301,576.00)","(1,396,590.00)","(2,451,405.00)","(2,292,226.00)","(2,175,287.00)"
"15","Total Shares Outstanding (million)","4,463,794.00","4,463,793.00","4,463,794.00","4,463,793.10","4,463,793.10","4,463,793.10","4,463,794.00","4,463,794.00","4,463,746.60","4,463,746.60"
