"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","219,436.00","311,848.00","284,705.00","281,883.00","328,637.00","434,293.00","371,030.00","497,467.00","444,765.00","399,746.00"
"3","Pretax Income","9,193.00","17,109.00","12,456.00","10,485.00","9,137.00","10,555.00","13,293.00","14,423.00","14,137.00","20,397.00"
"4","Net Income","7,195.00","15,496.00","10,145.00","7,555.00","6,602.00","7,721.00","10,715.00","10,408.00","9,319.00","27,771.00"
"5","Cash & Short-Term Investments","15,842.00","22,520.00","18,809.00","22,859.00","40,209.00","40,864.00","42,238.00","53,196.00","58,186.00","80,383.00"
"6","Cash Only","-","-","18,609.00","22,653.00","-","-","-","-","-","-"
"7","Total Accounts Receivables","128,233.00","155,160.00","139,497.00","165,828.00","199,448.00","166,939.00","186,793.00","209,459.00","169,398.00","167,289.00"
"8","Inventories","20,736.00","27,930.00","34,849.00","43,469.00","45,282.00","42,511.00","40,941.00","45,060.00","110,810.00","151,852.00"
"9","Net Property, Plant & Equipment","73,429.00","78,077.00","90,391.00","96,600.00","93,820.00","93,062.00","88,042.00","121,424.00","424,546.00","701,352.00"
"10","Short Term Debt","84,985.00","80,197.00","80,260.00","96,879.00","121,103.00","89,158.00","89,324.00","123,287.00","144,520.00","172,168.00"
"11","Long Term Debt","5,878.00","13,745.00","21,269.00","21,299.00","15,935.00","11,438.00","7,435.00","29,683.00","124,726.00","263,099.00"
"12","Net Operating Cash Flow","2,580.00","19,513.00","7,314.00","5,470.00","12,989.00","46,813.00","16,224.00","13,083.00","25,466.00","(36,593.00)"
"13","Capital Expenditures","(6,425.00)","(32,456.00)","(17,896.00)","(7,951.00)","(6,845.00)","(6,248.00)","(2,888.00)","(35,029.00)","(303,360.00)","(295,529.00)"
"14","Total Shares Outstanding (million)","77,480.00","77,480.00","77,480.00","154,960.00","154,959.60","154,959.60","154,959.60","154,959.60","156,574.15","204,630.15"
