"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","5,660.00","6,295.00","6,999.00","5,056.00","1,129.00","3,109.00","2,061.00","2,048.00","2,307.00","1,350.00"
"3","Pretax Income","(6,952.00)","(6,187.00)","(13,768.00)","(9,518.00)","(6,313.00)","(9,477.00)","(5,756.00)","(5,584.00)","(4,343.00)","(4,616.00)"
"4","Net Income","(7,779.00)","(6,371.00)","20,082.00","(9,434.00)","(6,230.00)","(8,698.00)","(5,624.00)","(5,500.00)","(4,260.00)","(4,535.00)"
"5","Cash & Short-Term Investments","9,041.00","6,144.00","6,090.00","7,125.00","5,367.00","5,490.00","10,440.00","4,220.00","4,340.00","9,294.00"
"6","Cash Only","9,041.00","6,144.00","6,090.00","7,125.00","5,367.00","5,490.00","10,440.00","4,220.00","4,340.00","9,294.00"
"7","Total Accounts Receivables","14,422.00","9,627.00","4,866.00","4,425.00","2,915.00","2,801.00","2,616.00","2,844.00","2,096.00","1,995.00"
"8","Inventories","10,182.00","12,746.00","12,775.00","12,774.00","12,618.00","12,567.00","12,548.00","12,514.00","12,544.00","12,524.00"
"9","Net Property, Plant & Equipment","549,933.00","552,542.00","532,244.00","529,332.00","526,391.00","523,426.00","355,233.00","352,454.00","349,798.00","331,945.00"
"10","Accrued Payable","11,547.00","12,318.00","23,786.00","22,376.00","23,932.00","18,584.00","27,273.00","26,587.00","27,487.00","33,931.00"
"11","Short Term Debt","8,122.00","10,157.00","10,004.00","9,914.00","9,969.00","6,460.00","6,426.00","9,386.00","10,494.00","21,656.00"
"12","Long Term Debt","28,889.00","30,461.00","29,063.00","42,489.00","42,461.00","45,973.00","47,431.00","44,903.00","44,239.00","33,556.00"
"13","Net Operating Cash Flow","1,159.00","(680.00)","2,723.00","(11,256.00)","(1,259.00)","(8,577.00)","6,341.00","(5,745.00)","657.00","5,390.00"
"14","Capital Expenditures","(522.00)","(5,549.00)","(84.00)","(40.00)","(4.00)","20.00","(1,167.00)","-","(84.00)","(27.00)"
"15","Total Shares Outstanding (million)","332,420.30","332,420.30","332,420.30","332,420.30","332,420.30","332,420.30","332,420.30","332,420.00","332,420.00","332,420.00"
