"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","1,067,668.00","1,079,907.00","1,025,330.00","1,013,737.00","1,019,020.00","932,115.00","517,734.00","392,680.00","315,934.00","196,416.00"
"3","Pretax Income","250,531.00","259,648.00","192,586.00","153,421.00","170,073.00","146,206.00","39,812.00","8,936.00","14,643.00","(16,528.00)"
"4","Net Income","186,665.00","208,099.00","142,876.00","111,416.00","132,956.00","109,911.00","90,293.00","5,226.00","5,677.00","(19,719.00)"
"5","Cash & Short-Term Investments","498,683.00","473,735.00","543,117.00","626,354.00","632,872.00","499,590.00","480,807.00","300,030.00","385,928.00","353,236.00"
"6","Cash Only","107,510.00","110,166.00","109,788.00","137,763.00","124,825.00","156,862.00","73,171.00","97,265.00","61,957.00","56,779.00"
"7","Total Accounts Receivables","192,600.00","189,932.00","183,341.00","161,845.00","220,450.00","199,154.00","92,279.00","76,898.00","54,099.00","91,134.00"
"8","Inventories","139,449.00","160,285.00","117,161.00","97,363.00","49,899.00","41,072.00","25,607.00","36,263.00","22,762.00","15,729.00"
"9","Net Property, Plant & Equipment","536,019.00","535,305.00","507,295.00","476,621.00","500,350.00","571,180.00","330,061.00","311,254.00","298,710.00","273,745.00"
"10","Short Term Debt","55,335.00","58,218.00","60,749.00","65,161.00","169,861.00","100,831.00","101,042.00","716.00","3,057.00","3,495.00"
"11","Long Term Debt","207,194.00","206,580.00","204,966.00","204,172.00","102,997.00","100,905.00","1,455.00","2,599.00","18,255.00","15,713.00"
"12","Net Operating Cash Flow","259,001.00","202,653.00","209,589.00","220,850.00","204,058.00","94,753.00","50,151.00","(25,178.00)","99,683.00","(10,893.00)"
"13","Capital Expenditures","(25,567.00)","(56,961.00)","(22,829.00)","(19,871.00)","(40,003.00)","(140,175.00)","(71,053.00)","(22,080.00)","(12,774.00)","(8,943.00)"
"14","Total Shares Outstanding (million)","738,493.00","738,368.00","737,956.40","737,956.80","737,956.80","737,956.40","737,876.40","737,876.40","737,876.40","724,764.90"
