"1","Financial Year","31-12-2018       3","31-03-2019       4","30-06-2019       1","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4"
"2","Sales/Revenue","256,952.00","249,985.00","134,588.00","136,828.00","119,150.00","96,236.00","70,112.00","58,893.00","36,524.00","139,196.00"
"3","Pretax Income","35,251.00","64,895.00","12,448.00","(2,812.00)","24,166.00","(189,412.00)","4,021.00","8,944.00","9,424.00","(71,922.00)"
"4","Net Income","(8,795.00)","37,767.00","1,700.00","(12,366.00)","18,755.00","(204,031.00)","(3,328.00)","4,449.00","832.00","(75,189.00)"
"5","Cash & Short-Term Investments","727,783.00","854,833.00","889,476.00","580,912.00","566,365.00","296,430.00","360,955.00","330,832.00","331,914.00","469,298.00"
"6","Cash Only","727,783.00","854,833.00","889,476.00","580,912.00","566,365.00","296,430.00","360,955.00","330,832.00","331,914.00","469,298.00"
"7","Total Accounts Receivables","242,083.00","254,382.00","212,964.00","226,605.00","131,232.00","122,466.00","159,403.00","125,116.00","139,224.00","242,502.00"
"8","Inventories","794,626.00","750,249.00","711,677.00","677,020.00","657,896.00","552,346.00","545,362.00","531,179.00","532,070.00","433,597.00"
"9","Net Property, Plant & Equipment","233,314.00","228,151.00","303,137.00","311,168.00","320,017.00","294,540.00","288,915.00","283,519.00","278,246.00","245,917.00"
"10","Accrued Payable","211,374.00","332,862.00","326,989.00","217,389.00","170,239.00","151,998.00","160,159.00","154,114.00","149,290.00","332,291.00"
"11","Short Term Debt","277,809.00","505,333.00","680,169.00","611,588.00","594,167.00","323,578.00","73,500.00","74,585.00","97,610.00","158,856.00"
"12","Long Term Debt","1,180,589.00","908,040.00","775,969.00","727,826.00","772,896.00","783,087.00","1,073,295.00","1,061,726.00","1,095,515.00","1,177,218.00"
"13","Net Operating Cash Flow","1,232.00","68,751.00","85,137.00","(144,059.00)","(8,667.00)","(21,401.00)","15,343.00","7,201.00","(57,784.00)","15,695.00"
"14","Capital Expenditures","(75.00)","(5,677.00)","(10,123.00)","(13,163.00)","(14,660.00)","(2,236.00)","(5.00)","(395.00)","(314.00)","(1,897.00)"
"15","Total Shares Outstanding (million)","1,338,552.56","1,432,545.00","1,432,545.00","1,432,549.52","1,432,549.52","1,431,348.93","1,431,348.93","1,431,348.93","1,431,348.93","1,431,348.93"
