"1","Financial Year","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2"
"2","Sales/Revenue","178,229.00","159,270.00","180,653.00","170,633.91","193,308.00","174,728.00","169,116.00","161,577.10","179,486.00","182,557.00"
"3","Pretax Income","14,543.00","16,183.00","17,124.00","18,484.37","17,944.00","16,341.00","17,488.00","18,401.38","15,436.00","16,120.00"
"4","Net Income","11,399.00","13,224.00","14,123.00","14,003.89","14,370.00","13,034.00","14,223.00","14,394.70","11,879.00","12,825.00"
"5","Cash & Short-Term Investments","102,284.00","104,928.00","108,953.00","120,389.57","127,773.00","144,768.00","162,095.00","172,929.00","175,279.00","168,719.00"
"6","Cash Only","-","-","-","65,331.61","-","-","-","-","-","-"
"7","Total Accounts Receivables","168,708.00","162,298.00","170,523.00","161,196.53","179,333.00","134,830.00","135,385.00","131,413.00","140,178.00","149,297.00"
"8","Inventories","85,998.00","90,059.00","89,147.00","86,505.10","89,973.00","103,954.00","96,050.00","92,065.00","94,510.00","86,974.00"
"9","Net Property, Plant & Equipment","168,924.00","171,380.00","171,020.00","176,088.25","173,801.00","174,453.00","173,853.00","176,922.00","173,798.00","172,697.00"
"10","Short Term Debt","5,857.00","6,407.00","6,432.00","6,818.90","6,712.00","6,600.00","6,429.00","21,951.00","20,507.00","18,999.00"
"11","Long Term Debt","22,679.00","22,231.00","20,738.00","23,416.03","21,854.00","20,317.00","21,155.00","5,808.00","5,626.00","5,528.00"
"12","Net Operating Cash Flow","17,418.00","16,445.00","16,338.00","18,099.07","10,189.00","31,248.00","26,626.00","17,362.00","4,784.00","11,811.00"
"13","Capital Expenditures","(2,776.00)","(4,648.00)","(3,490.00)","(3,553.42)","(1,840.00)","(4,734.00)","(3,618.00)","(5,662.00)","(1,380.00)","(4,117.00)"
"14","Total Shares Outstanding (million)","470,644.37","471,124.37","471,654.37","471,914.37","472,364.37","473,649.37","473,649.37","475,089.37","476,334.37","476,484.37"
