"1","Financial Year","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM"
"2","Sales/Revenue","50,180.56","66,721.91","66,316.31","68,789.51","73,500.08","57,130.07","62,525.07"
"3","Pretax Income","6,393.78","8,104.77","11,087.82","5,701.44","7,671.68","3,684.57","4,701.57"
"4","Net Income","4,962.41","7,018.75","9,752.07","5,478.32","7,300.30","(1,712.79)","(704.79)"
"5","Cash & Short-Term Investments","37,040.09","17,549.60","28,487.35","15,649.74","10,052.50","10,917.23","14,973.00"
"6","Cash Only","29,075.10","8,484.18","17,231.22","7,225.97","2,122.00","3,255.75","14,973.00"
"7","Total Accounts Receivables","11,730.82","18,645.43","29,241.43","55,543.82","53,132.78","70,035.17","69,818.00"
"8","Inventories","21,803.19","29,055.89","30,779.65","30,087.23","27,542.65","19,816.25","19,371.00"
"9","Net Property, Plant & Equipment","11,775.97","22,845.25","33,192.18","44,803.85","75,717.38","86,233.87","88,604.00"
"10","Short Term Debt","22,293.32","24,078.44","30,611.17","14,509.51","13,920.45","14,397.52","16,284.00"
"11","Long Term Debt","-","-","719.78","5,809.50","27,865.60","36,963.93","37,295.00"
"12","Net Operating Cash Flow","767.22","(6,170.16)","5,477.48","(19,618.47)","13,955.54","(5,210.02)","(3,675.02)"
"13","Capital Expenditures","(96.69)","(11,670.67)","(7,662.08)","(12,811.46)","(34,420.13)","(15,840.78)","(9,347.78)"
"14","Total Shares Outstanding (million)","516,002.00","516,000.00","604,419.00","798,460.55","798,460.55","891,356.95","893,826.08"
"15","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2"
"16","Pretax Income","1,407.44","1,072.00","1,807.00","3,118.00","1,674.68","382.00","1,843.00"
"16","Sales/Revenue","23,035.51","14,803.00","19,144.00","23,848.00","15,705.08","12,645.00","18,888.00"
"17","Net Income","1,496.32","1,021.00","1,686.00","2,932.00","1,661.30","362.00","1,827.00"
"18","Cash & Short-Term Investments","15,649.74","15,006.00","15,419.00","14,894.00","10,052.50","13,927.00","16,268.00"
"19","Cash Only","7,225.97","15,006.00","15,419.00","14,894.00","2,122.00","13,927.00","16,268.00"
"20","Total Accounts Receivables","55,543.82","58,596.00","50,403.00","46,358.00","53,132.78","55,264.00","61,069.00"
"21","Inventories","30,087.23","30,652.00","30,082.00","27,659.00","27,542.65","27,951.00","28,827.00"
"22","Net Property, Plant & Equipment","44,803.85","46,335.00","56,615.00","72,971.00","75,717.38","82,884.00","84,189.00"
"23","Short Term Debt","28,226.38","28,182.00","14,280.00","11,169.00","13,920.45","13,523.00","13,407.00"
"24","Long Term Debt","-","-","5,700.00","25,071.00","27,865.60","38,608.00","37,409.00"
"25","Net Operating Cash Flow","(4,718.47)","2,064.00","14,825.00","1,723.00","(4,656.46)","2,285.00","3,221.00"
"26","Capital Expenditures","(9,672.46)","(2,215.00)","(12,177.00)","(18,671.00)","(1,357.13)","(8,412.00)","(2,459.00)"
"27","Total Shares Outstanding (million)","798,461.00","798,461.00","798,460.55","798,460.55","798,460.55","804,210.98","805,458.00"
