"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","281,627.00","256,853.00","255,813.00","275,232.00","297,876.00","300,289.00","294,597.00","400,998.00","491,985.00","635,707.00"
"3","Pretax Income","36,237.00","24,861.00","27,209.00","42,439.00","41,003.00","25,594.00","21,113.00","13,622.00","(4,553.00)","(4,971.00)"
"4","Net Income","30,061.00","17,614.00","22,553.00","33,287.00","31,948.00","20,170.00","15,222.00","9,784.00","(7,531.00)","922.00"
"5","Cash & Short-Term Investments","22,615.00","20,928.00","38,086.00","71,044.00","89,453.00","91,640.00","71,675.00","79,088.00","64,999.00","60,205.00"
"6","Cash Only","5,529.00","9,995.00","10,408.00","22,019.00","19,449.00","18,714.00","19,466.00","15,723.00","15,776.00","33,605.00"
"7","Total Accounts Receivables","97,249.00","82,118.00","92,609.00","83,231.00","70,782.00","72,374.00","79,032.00","102,832.00","130,907.00","199,737.00"
"8","Inventories","495.00","-","603.00","913.00","3,552.00","4,269.00","7,884.00","18,854.00","9,539.00","36,434.00"
"9","Net Property, Plant & Equipment","166,781.00","244,001.00","170,254.00","158,665.00","267,211.00","257,947.00","260,042.00","335,035.00","395,377.00","484,029.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","20,571.00","26,736.00","16,564.00","20,901.00","18,755.00","17,611.00","13,981.00","21,469.00","39,657.00","74,344.00"
"12","Long Term Debt","45,502.00","54,777.00","70,291.00","49,771.00","69,433.00","51,753.00","33,883.00","110,496.00","162,013.00","158,990.00"
"13","Net Operating Cash Flow","28,135.00","26,810.00","52,120.00","32,895.00","44,374.00","32,657.00","13,002.00","17,220.00","1,458.00","5,339.00"
"14","Capital Expenditures","(24,478.00)","(45,502.00)","(54,652.00)","(8,519.00)","(41,791.00)","(2,302.00)","(9,895.00)","(70,555.00)","(53,697.00)","(30,104.00)"
"15","Total Shares Outstanding (million)","251,303.00","285,325.00","362,933.71","366,192.89","373,635.39","384,734.89","392,798.89","390,260.99","390,260.99","588,026.89"
