"1","Financial Year","30-09-2018       3","31-12-2018       4","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4"
"2","Sales/Revenue","14,167.00","16,370.45","15,184.00","11,653.00","10,946.00","13,151.54","11,888.00","6,263.00","10,059.00","9,085.00"
"3","Pretax Income","644.00","465.86","1,792.00","642.00","413.00","300.67","465.00","(2,487.00)","334.00","235.00"
"4","Net Income","540.00","285.61","1,667.00","381.00","488.00","(673.39)","422.00","(2,444.00)","475.00","249.00"
"5","Cash & Short-Term Investments","4,768.00","8,349.50","10,355.00","11,332.00","13,848.00","12,960.00","12,550.00","13,149.00","12,747.00","11,970.00"
"6","Cash Only","4,768.00","4,189.23","6,159.00","3,578.00","4,537.00","2,574.00","4,631.00","3,167.00","3,719.00","2,919.00"
"7","Total Accounts Receivables","7,917.00","7,684.76","9,931.00","7,781.00","5,657.00","9,206.00","9,148.00","4,309.00","4,849.00","6,610.00"
"8","Inventories","17,210.00","14,307.17","11,147.00","10,730.00","9,325.00","8,107.00","7,462.00","5,678.00","4,178.00","4,905.00"
"9","Net Property, Plant & Equipment","48,138.00","46,795.06","46,029.00","48,009.00","48,130.00","56,858.00","57,133.00","59,390.00","54,583.00","54,270.00"
"10","Accrued Payable","1,924.00","2,033.85","1,381.00","1,459.00","253.00","350.00","353.00","144.00","197.00","506.00"
"11","Short Term Debt","2,960.00","2,286.86","1,595.00","1,813.00","2,037.00","2,138.00","1,988.00","1,799.00","1,584.00","2,073.00"
"12","Long Term Debt","14,435.00","15,041.87","14,691.00","14,826.00","14,567.00","14,068.00","13,629.00","13,334.00","13,129.00","13,281.00"
"13","Net Operating Cash Flow","1,017.00","4,340.82","3,450.00","4,173.00","3,824.00","3,208.00","1,687.00","4,839.00","3,182.00","(376.00)"
"14","Capital Expenditures","(155.00)","(292.85)","(115.00)","(2,515.00)","(824.00)","(3,604.00)","(1,453.00)","(3,815.00)","(2,800.00)","136.00"
"15","Total Shares Outstanding (million)","333,301.33","333,301.33","333,301.33","330,472.33","330,472.33","330,172.33","330,172.33","330,172.33","329,188.33","329,188.33"
