"1","Financial Year","31-12-2018       2","31-03-2019       3","30-06-2019       4","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3"
"2","Sales/Revenue","15,720.00","16,599.00","14,301.04","15,450.00","15,088.00","11,499.00","6,133.58","17,444.00","18,963.00","15,179.00"
"3","Pretax Income","(210.00)","(294.00)","(858.82)","(109.00)","197.00","(651.00)","(2,998.28)","1,362.00","794.00","(2,150.00)"
"4","Net Income","(496.00)","(526.00)","(1,388.39)","(511.00)","(203.00)","(757.00)","(1,793.51)","423.00","138.00","(1,706.00)"
"5","Cash & Short-Term Investments","2,929.00","1,808.00","1,811.45","1,913.00","1,958.00","1,884.00","1,806.00","2,229.00","3,776.00","2,604.00"
"6","Cash Only","1,554.00","482.00","475.38","517.00","553.00","521.00","334.00","724.00","2,297.00","1,218.00"
"7","Total Accounts Receivables","29,531.00","30,221.00","30,331.78","31,881.00","33,032.00","31,538.00","26,459.00","30,767.00","34,319.00","30,039.00"
"8","Inventories","15,782.00","14,576.00","15,097.62","14,501.00","15,461.00","15,325.00","13,683.00","13,970.00","13,354.00","14,531.00"
"9","Net Property, Plant & Equipment","21,459.00","21,323.00","21,191.05","21,078.00","20,969.00","20,849.00","25,227.00","25,036.00","24,971.00","24,987.00"
"10","Accrued Payable","1,665.00","1,585.00","2,125.57","3,588.00","5,012.00","5,189.00","5,544.00","2,124.00","2,117.00","6,803.00"
"11","Short Term Debt","8,891.00","8,207.00","9,135.26","9,404.00","9,838.00","8,516.00","9,649.00","9,909.00","8,398.00","7,901.00"
"12","Long Term Debt","3,533.00","3,444.00","3,291.78","3,203.00","3,091.00","3,002.00","4,334.00","4,269.00","5,491.00","5,398.00"
"13","Net Operating Cash Flow","139.00","(369.00)","(699.66)","(298.00)","625.00","1,328.00","(456.00)","(1,401.00)","773.00","(978.00)"
"14","Capital Expenditures","(125.00)","-","70.34","(6.00)","(13.00)","(1.00)","-","(120.00)","(69.00)","(155.00)"
"15","Total Shares Outstanding (million)","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00"
