"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","29,912.63","37,435.57","37,665.33","45,930.88","52,006.54","89,241.02","101,623.28","75,372.88","88,827.79","93,206.76"
"3","Pretax Income","(6,522.57)","(282.84)","(2,344.96)","3,527.24","1,897.25","25,383.69","25,753.24","959.49","13,665.62","15,485.94"
"4","Net Income","(5,774.38)","(447.06)","(2,676.46)","3,479.05","1,728.21","20,769.69","21,603.17","518.44","9,655.04","11,418.34"
"5","Cash & Short-Term Investments","8,275.13","5,047.06","25,869.82","32,368.16","34,288.42","49,796.35","67,395.82","70,787.39","73,229.86","75,384.79"
"6","Cash Only","5,298.16","4,440.60","13,628.20","19,783.59","22,329.06","43,026.30","41,387.27","47,103.15","37,520.22","42,217.29"
"7","Total Accounts Receivables","12,347.92","13,763.79","15,412.71","10,183.92","11,331.03","18,433.85","23,345.65","17,353.22","22,804.18","27,357.77"
"8","Net Property, Plant & Equipment","8,121.92","8,530.32","8,391.22","9,061.39","9,303.52","9,169.46","9,412.14","9,631.52","8,907.97","8,620.11"
"9","Accrued Payable","1,657.78","1,391.09","2,409.52","692.66","441.67","1,856.45","1,194.20","-","-","-"
"10","Short Term Debt","273.35","377.70","293.10","309.44","264.94","145.31","201.57","193.75","254.01","221.38"
"11","Long Term Debt","424.67","775.36","734.54","451.37","185.36","45.11","643.47","463.78","429.21","328.83"
"12","Net Operating Cash Flow","(697.70)","(909.42)","8,646.30","8,644.28","7,251.29","22,380.32","23,421.37","12,097.49","10,726.11","9,425.05"
"13","Capital Expenditures","(1,452.88)","(2,491.18)","(1,837.84)","(4,193.22)","(4,785.19)","(9,979.97)","(8,396.76)","(2,249.65)","(1,885.32)","(1,637.93)"
"14","Total Shares Outstanding (million)","307,178.00","307,181.00","430,053.00","450,053.00","450,053.00","479,742.00","570,544.00","608,250.90","608,220.90","606,999.70"
