"1","Financial Year","30-06-2011","30-06-2012","30-06-2013","30-06-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","30-09-2019","30-09-2020"
"2","Sales/Revenue","21,285.26","17,391.33","12,472.37","13,468.30","11,528.70","16,662.31","12,496.40","17,626.94","23,024.27","10,058.03"
"3","Pretax Income","792.50","(2,872.46)","(8,300.09)","821.43","916.76","1,826.28","531.61","(156.41)","(3,559.89)","(6,699.72)"
"4","Net Income","792.50","(2,872.46)","(9,200.15)","729.56","964.66","1,829.08","513.64","1,338.82","(3,705.09)","(6,695.34)"
"5","Cash & Short-Term Investments","804.35","3.69","380.23","961.80","2,477.81","3,458.23","1,847.98","3,605.99","1,501.97","5,513.96"
"6","Cash Only","804.35","3.69","380.23","961.80","1,460.71","1,235.65","1,847.98","3,605.99","1,501.97","5,513.96"
"7","Total Accounts Receivables","17,102.76","13,318.66","12,422.65","14,918.63","16,006.28","11,009.06","13,303.69","12,566.34","7,558.57","5,291.56"
"8","Inventories","9,942.49","9,161.70","7,014.31","6,626.16","6,688.52","6,152.25","6,271.66","6,312.54","6,130.20","5,936.39"
"9","Net Property, Plant & Equipment","480.85","366.82","391.09","332.99","277.07","6,533.88","6,026.51","9,441.49","11,034.21","14,151.31"
"10","Accrued Payable","10,301.86","12,037.99","-","-","-","-","-","-","-","-"
"11","Short Term Debt","1,837.36","1,424.67","2,423.09","4,843.24","-","-","-","-","-","261.81"
"12","Long Term Debt","3,427.26","3,170.20","2,037.53","-","-","-","-","-","-","4,507.54"
"13","Net Operating Cash Flow","1,335.61","320.42","1,004.14","(411.70)","(14,142.33)","7,442.50","(1,510.36)","1,269.53","1,043.66","(1,715.56)"
"14","Capital Expenditures","(17.51)","(38.38)","(119.21)","(9.97)","(5.32)","(6,403.76)","(158.21)","(4,185.08)","(3,531.85)","(100.46)"
"15","Total Shares Outstanding (million)","58,189.00","58,189.00","58,188.74","64,492.24","160,036.19","160,036.19","160,036.19","176,039.79","176,060.79","243,855.39"
