"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","250,009.00","283,198.00","280,571.14","256,305.00","114,217.00","287,001.00","311,237.58","307,915.00","214,948.00","226,541.00"
"3","Pretax Income","5,740.00","8,432.00","3,258.16","1,334.00","5,802.00","4,088.00","13,883.68","18,266.00","4,689.00","3,694.00"
"4","Net Income","5,109.00","7,369.00","1,132.80","1,428.00","7,474.00","3,254.00","9,103.27","15,156.00","3,618.00","2,547.00"
"5","Cash & Short-Term Investments","23,593.00","16,439.00","53,585.00","38,955.00","54,845.00","42,638.00","49,873.00","47,514.00","62,345.00","59,880.00"
"6","Cash Only","23,573.00","16,419.00","53,565.00","38,934.00","53,824.00","42,617.00","49,852.00","47,493.00","62,324.00","59,729.00"
"7","Total Accounts Receivables","364,227.00","404,938.00","389,045.00","407,293.00","343,114.00","388,857.00","398,974.00","398,372.00","338,787.00","498,454.00"
"8","Inventories","100,551.00","100,240.00","105,035.00","103,718.00","107,292.00","95,065.00","95,940.00","97,679.00","98,895.00","130,811.00"
"9","Net Property, Plant & Equipment","458,194.00","463,234.00","466,442.00","457,329.00","451,138.00","446,263.00","419,605.00","417,556.00","412,432.00","452,582.00"
"10","Short Term Debt","428,413.00","437,270.00","436,606.00","453,096.00","433,095.00","394,089.00","347,451.00","389,258.00","379,899.00","406,481.00"
"11","Long Term Debt","83,431.00","84,609.00","80,472.00","78,624.00","79,154.00","78,871.00","70,206.00","65,775.00","64,205.00","124,028.00"
"12","Net Operating Cash Flow","(9,588.00)","(21,396.00)","56,642.00","(24,642.00)","4,628.00","4,387.00","39,090.00","47,360.00","43,657.00","12,610.00"
"13","Capital Expenditures","(9,792.00)","(11,512.00)","(21,515.00)","(4,114.00)","(1,722.00)","(3,462.00)","(5,431.00)","(4,534.00)","(3,140.00)","(2,281.00)"
"14","Total Shares Outstanding (million)","550,068.00","550,068.00","550,068.00","546,608.00","546,608.00","556,388.00","556,388.00","834,206.85","834,206.85","884,706.85"
