"1","Financial Year","31-03-2011","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019","31-03-2020"
"2","Sales/Revenue","243,780.00","341,136.00","406,906.00","391,191.00","284,954.00","144,279.00","232,690.00","122,956.00","198,881.00","220,774.00"
"3","Pretax Income","20,324.00","61,616.00","109,951.00","64,392.00","53,383.00","17,581.00","33,911.00","37,969.00","73,837.00","76,918.00"
"4","Net Income","12,359.00","47,435.00","86,591.00","51,453.00","43,023.00","13,194.00","31,822.00","33,154.00","78,204.00","62,459.00"
"5","Cash & Short-Term Investments","89,626.00","97,901.00","112,938.00","146,416.00","105,746.00","102,070.00","44,934.00","37,219.00","57,176.00","30,687.00"
"6","Cash Only","33,450.00","36,738.00","34,379.00","80,514.00","30,015.00","101,880.00","44,746.00","37,049.00","57,052.00","30,612.00"
"7","Total Accounts Receivables","123,472.00","85,982.00","108,921.00","134,825.00","174,653.00","170,140.00","226,127.00","128,570.00","210,185.00","186,387.00"
"8","Inventories","248,434.00","229,758.00","251,324.00","312,082.00","324,057.00","402,139.00","424,910.00","513,019.00","457,753.00","428,691.00"
"9","Net Property, Plant & Equipment","108,878.00","107,868.00","240,374.00","46,880.00","94,000.00","79,684.00","96,595.00","15,456.00","16,348.00","34,364.00"
"10","Accrued Payable","-","-","-","-","-","-","-","180,696.00","146,838.00","165,097.00"
"11","Short Term Debt","77,959.00","85,000.00","80,000.00","109,055.00","141,400.00","65,685.00","132,189.00","101,245.00","125,533.00","146,425.00"
"12","Long Term Debt","78,458.00","83,374.00","242,072.00","195,050.00","195,000.00","288,940.00","246,285.00","357,627.00","346,091.00","262,275.00"
"13","Net Operating Cash Flow","(8,596.00)","(12,921.00)","(87,300.00)","36,961.00","(100,453.00)","8,040.00","(50,343.00)","(15,117.00)","(48,069.00)","53,215.00"
"14","Capital Expenditures","(1,275.00)","(462.00)","(40,197.00)","(1,179.00)","(50,547.00)","(15,260.00)","(21,749.00)","(166.00)","(1,592.00)","(4,651.00)"
"15","Total Shares Outstanding (million)","304,131.00","282,916.00","294,909.00","334,077.09","334,044.72","334,033.93","334,012.35","334,000.49","589,843.31","600,134.62"
