"1","Financial Year","31-03-2009","31-03-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","24,367,622.00","20,687,042.00","22,267,793.00","29,514,963.00","32,341,922.00","32,340,998.00","25,171,210.00","21,786,544.00","26,737,860.00","30,068,753.00"
"3","Pretax Income","810,292.00","1,046,002.00","898,925.00","1,165,171.00","1,109,441.00","709,292.00","1,084,648.00","1,212,334.00","1,437,857.00","1,177,026.00"
"4","Net Income","578,671.00","752,934.00","654,533.00","836,843.00","811,753.00","501,572.00","789,975.00","944,608.00","1,539,496.00","849,849.00"
"5","Cash & Short-Term Investments","538,082.00","912,471.00","470,183.00","251,300.00","358,633.00","1,839,684.00","1,258,637.00","2,431,637.00","3,357,742.00","2,237,891.00"
"6","Cash Only","266,773.00","86,257.00","276,968.00","111,327.00","331,466.00","1,828,203.00","1,249,572.00","2,376,830.00","3,274,326.00","2,005,419.00"
"7","Total Accounts Receivables","1,726,416.00","2,297,248.00","4,237,445.00","4,180,954.00","4,220,558.00","2,119,144.00","1,619,928.00","1,805,046.00","1,672,368.00","2,256,221.00"
"8","Inventories","443,961.00","751,182.00","1,063,767.00","1,278,681.00","1,193,220.00","1,031,957.00","625,558.00","803,374.00","869,241.00","825,818.00"
"9","Net Property, Plant & Equipment","3,108,440.00","3,130,217.00","3,616,210.00","3,765,700.00","3,891,949.00","4,031,094.00","3,989,865.00","3,794,252.00","3,372,292.00","3,335,561.00"
"10","Short Term Debt","444.00","-","1,000,000.00","324,656.00","443,058.00","359,638.00","98,499.00","34,310.00","18,366.00","25,036.00"
"11","Long Term Debt","497.00","-","73,411.00","139,047.00","139,580.00","134,726.00","113,321.00","84,461.00","48,909.00","29,924.00"
"12","Net Operating Cash Flow","774,068.00","1,106,253.00","(643,968.00)","1,857,945.00","1,335,333.00","2,550,011.00","616,639.00","1,984,344.00","1,118,716.00","81,804.00"
"13","Capital Expenditures","(445,683.00)","(371,066.00)","(300,710.00)","(555,245.00)","(548,100.00)","(437,454.00)","(336,022.00)","(247,031.00)","(58,781.00)","(374,865.00)"
"14","Total Shares Outstanding (million)","993,454.00","993,454.00","993,454.00","993,454.00","993,454.00","993,454.00","993,454.00","993,454.00","993,454.00","993,454.00"
