"1","Financial Year","31-12-2018       4","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1"
"2","Sales/Revenue","53,363.00","35,482.00","72,447.00","67,809.00","43,310.00","19,174.00","59,825.00","9,598.00","19,649.00","7,537.00"
"3","Pretax Income","(2,877.00)","(1,236.00)","953.00","(4,565.00)","1,660.00","(7,258.00)","22,815.00","(2,834.00)","(11,206.00)","(5,776.00)"
"4","Net Income","1,573.00","(1,766.00)","(519.00)","(2,856.00)","397.00","(6,493.00)","12,658.00","(3,677.00)","(4,165.00)","(5,776.00)"
"5","Cash & Short-Term Investments","41,685.00","48,954.00","42,879.00","49,361.00","45,947.00","41,649.00","51,562.00","48,582.00","41,720.00","42,053.00"
"6","Cash Only","41,685.00","48,954.00","42,879.00","49,361.00","45,947.00","41,649.00","51,562.00","48,582.00","41,720.00","42,053.00"
"7","Total Accounts Receivables","430,292.00","381,019.00","401,893.00","439,629.00","447,292.00","463,148.00","477,668.00","187,670.00","176,731.00","167,484.00"
"8","Inventories","1,201,836.00","1,278,179.00","1,283,158.00","1,233,900.00","1,228,098.00","1,190,934.00","1,176,556.00","1,186,220.00","1,242,025.00","1,203,710.00"
"9","Net Property, Plant & Equipment","2,795.00","2,642.00","2,505.00","2,353.00","2,210.00","2,083.00","1,949.00","1,819.00","1,701.00","1,607.00"
"10","Accrued Payable","-","-","-","705,233.00","731,918.00","733,364.00","743,823.00","479,815.00","514,479.00","261,994.00"
"11","Short Term Debt","9,884.00","9,633.00","9,466.00","9,110.00","8,531.00","186,225.00","149,663.00","149,566.00","140,912.00","180,028.00"
"12","Long Term Debt","231,197.00","258,441.00","254,405.00","258,322.00","244,493.00","45,957.00","62,652.00","45,821.00","46,237.00","18.00"
"13","Net Operating Cash Flow","(82,192.00)","(25,155.00)","2,226.00","3,982.00","6,580.00","12,172.00","29,653.00","13,228.00","1,002.00","7,555.00"
"14","Capital Expenditures","(24.00)","-","(17.00)","-","(7.00)","(9.00)","-","-","-","(4.00)"
"15","Total Shares Outstanding (million)","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00","837,389.00"
