"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","30-06-2017","30-06-2018","30-06-2019","30-06-2020"
"2","Sales/Revenue","44,079.72","43,753.95","36,888.89","28,337.57","25,842.51","21,477.53","36,767.48","19,589.54","27,004.45","9,228.00"
"3","Pretax Income","2,299.74","(3,991.42)","6,093.71","766.24","(6,071.42)","(719.56)","2,839.97","1,814.08","(21,533.39)","(25,611.00)"
"4","Net Income","1,203.44","(4,406.55)","4,244.87","107.38","(7,089.54)","(1,151.15)","941.16","1,392.27","(20,603.28)","(25,561.00)"
"5","Cash & Short-Term Investments","14,881.92","21,102.74","21,154.56","16,927.09","10,080.55","3,470.11","1,631.06","33,879.37","18,200.85","19,609.00"
"6","Cash Only","12,724.85","10,665.50","13,822.69","13,710.91","10,080.55","3,470.11","1,631.06","32,637.03","17,455.44","18,615.00"
"7","Total Accounts Receivables","12,822.39","9,247.80","10,862.00","7,780.00","6,672.60","8,847.82","20,623.46","57,282.40","56,106.80","12,089.00"
"8","Inventories","-","-","-","1.39","18.60","18.89","2.49","-","-","-"
"9","Net Property, Plant & Equipment","888.97","604.10","579.23","790.48","1,016.83","1,849.37","787.74","3,298.23","4,468.13","4,701.00"
"10","Short Term Debt","-","27.80","27.80","27.80","27.78","-","-","98.23","98.22","979.00"
"11","Long Term Debt","-","83.39","55.59","27.78","-","-","-","375.84","277.63","1,173.00"
"12","Net Operating Cash Flow","4,769.81","7,283.52","2,704.94","1,892.85","(3,528.17)","(1,801.48)","(5,290.56)","(37,601.81)","(10,794.36)","(137.00)"
"13","Capital Expenditures","(287.01)","(283.51)","(299.62)","(584.33)","(565.53)","(1,462.04)","(476.38)","(6,719.46)","(3,499.88)","(10,887.00)"
"14","Total Shares Outstanding (million)","114,566.00","113,228.00","112,016.00","114,901.64","113,684.35","113,684.35","134,379.64","508,563.51","508,563.51","508,563.51"
