"1","Financial Year","31-03-2010","31-03-2011","31-03-2012","31-03-2013","31-03-2014","31-03-2015","31-03-2016","31-03-2017","31-03-2018","31-03-2019"
"2","Sales/Revenue","18,046.00","31,229.24","27,239.37","14,473.79","11,736.19","18,928.05","17,569.00","33,316.00","36,568.00","29,830.00"
"3","Pretax Income","(598.24)","2,282.18","4,090.63","1,182.27","(1,811.93)","(1,117.67)","(934.00)","(863.00)","(1,437.00)","(772.00)"
"4","Net Income","(879.34)","1,628.81","3,813.68","556.84","(1,804.51)","(1,373.22)","(1,300.00)","(1,915.00)","(2,607.00)","(2,214.00)"
"5","Cash & Short-Term Investments","5,566.01","4,173.07","7,632.37","4,895.53","5,248.83","8,908.57","7,086.00","5,517.00","7,128.00","1,131.00"
"6","Cash Only","-","-","-","1,518.95","2,449.50","-","7,086.00","5,517.00","7,128.00","1,131.00"
"7","Total Accounts Receivables","8,195.76","8,092.31","7,803.02","7,532.46","7,053.85","26,083.21","29,233.00","46,059.00","38,866.00","21,399.00"
"8","Inventories","5,354.39","16,636.23","6,224.64","5,944.55","3,350.32","43,939.94","49,534.00","54,061.00","71,223.00","80,198.00"
"9","Net Property, Plant & Equipment","28,684.44","21,602.42","34,563.47","33,168.51","44,215.55","39,808.79","59,058.00","59,650.00","15,899.00","14,977.00"
"10","Accrued Payable","-","-","-","-","-","18,464.15","23,344.00","47,877.00","69,656.00","60,912.00"
"11","Short Term Debt","3,128.28","8,333.31","1,833.37","2,543.55","8,304.55","15,508.98","20,284.00","26,218.00","21,927.00","38,325.00"
"12","Long Term Debt","7,943.63","5,258.72","6,099.06","5,580.10","5,452.96","21,821.53","31,164.00","22,383.00","47,244.00","11,164.00"
"13","Net Operating Cash Flow","1,215.11","10,080.65","(901.86)","(2,656.53)","(1,840.99)","(23,508.90)","(2,748.00)","1,630.00","(10,005.00)","(7,301.00)"
"14","Capital Expenditures","(363.17)","(309.10)","(11,534.82)","(918.07)","(3,410.72)","(1,114.24)","(21,729.00)","(76.00)","(9,501.00)","(14.00)"
"15","Total Shares Outstanding (million)","400,000.00","400,000.00","400,000.00","400,000.00","400,000.00","440,000.00","528,000.00","528,000.00","528,100.00","552,440.00"
