"1","Financial Year","30-06-2011","30-06-2012","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020"
"2","Sales/Revenue","932,931.00","1,046,090.00","1,011,304.00","817,922.00","721,449.00","565,103.00","339,658.00","380,474.00","476,006.00","411,505.00"
"3","Pretax Income","38,993.00","25,078.00","25,638.00","(236,620.00)","(93,385.00)","(379,870.00)","16,716.00","22,840.00","13,387.00","36,238.00"
"4","Net Income","207,637.00","2,763.00","10,866.00","(249,339.00)","(99,968.00)","(387,197.00)","14,746.00","19,228.00","9,075.00","32,539.00"
"5","Cash & Short-Term Investments","509,598.00","307,328.00","241,829.00","213,384.00","120,348.00","103,930.00","90,006.00","109,092.00","95,989.00","129,252.00"
"6","Cash Only","23,616.00","63,850.00","28,832.00","20,923.00","25,852.00","-","-","-","-","-"
"7","Total Accounts Receivables","674,144.00","821,422.00","894,740.00","455,412.00","411,641.00","456,678.00","432,166.00","300,246.00","246,783.00","248,481.00"
"8","Inventories","64,763.00","39,516.00","29,532.00","18,347.00","13,544.00","15,085.00","16,946.00","18,482.00","17,281.00","13,207.00"
"9","Net Property, Plant & Equipment","28,565.00","26,456.00","28,031.00","36,472.00","34,107.00","29,325.00","24,553.00","18,877.00","17,653.00","16,584.00"
"10","Accrued Payable","-","-","-","-","-","62,096.00","67,883.00","-","-","-"
"11","Short Term Debt","5,989.00","18,706.00","6,688.00","23,254.00","22,508.00","22,549.00","23,792.00","363.00","844.00","80.00"
"12","Long Term Debt","16,100.00","1,468.00","753.00","520.00","384.00","266.00","97.00","42.00","16.00","58.00"
"13","Net Operating Cash Flow","(349,830.00)","(189,657.00)","(77,415.00)","(32,247.00)","(6,330.00)","(38,056.00)","9,793.00","18,277.00","(17,530.00)","38,992.00"
"14","Capital Expenditures","(16,251.00)","(1,681.00)","(5,453.00)","(14,099.00)","(5,465.00)","(1,610.00)","(1,224.00)","(2,833.00)","(1,483.00)","(1,457.00)"
"15","Total Shares Outstanding (million)","231,572.00","231,572.00","231,571.73","231,571.73","231,509.23","228,624.23","227,827.00","227,827.00","227,827.00","227,827.00"
