"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","24,114.00","24,179.00","25,705.00","18,286.00","20,854.00","23,651.00","26,887.00","24,726.00","23,714.00","25,255.00"
"3","Pretax Income","(5,347.00)","(9,395.00)","(23,273.00)","(11,457.00)","(4,540.00)","(3,367.00)","7,352.00","641.00","(117.00)","1,164.00"
"4","Net Income","(4,498.00)","(8,655.00)","(21,370.00)","(10,851.00)","(4,197.00)","(3,062.00)","7,898.00","939.00","172.00","1,374.00"
"5","Cash & Short-Term Investments","14,954.00","5,850.00","5,508.00","2,979.00","9,566.00","5,445.00","11,546.00","14,977.00","13,413.00","16,028.00"
"6","Total Accounts Receivables","43,208.00","51,239.00","33,994.00","42,142.00","26,205.00","46,367.00","41,321.00","43,999.00","39,162.00","41,777.00"
"7","Net Property, Plant & Equipment","344,333.00","323,766.00","250,377.00","259,847.00","255,792.00","258,278.00","210,783.00","206,864.00","204,719.00","200,709.00"
"8","Accrued Payable","40,965.00","39,351.00","41,492.00","43,978.00","41,680.00","40,408.00","36,298.00","28,426.00","35,915.00","40,639.00"
"9","Short Term Debt","2,145.00","1,794.00","19,017.00","21,404.00","3,633.00","4,895.00","8,340.00","15,483.00","15,788.00","15,610.00"
"10","Long Term Debt","255,097.00","-","172,699.00","188,057.00","209,749.00","213,590.00","139,554.00","131,834.00","131,665.00","130,937.00"
"11","Net Operating Cash Flow","(178.00)","3,240.00","5,122.00","89.00","4,124.00","(9,105.00)","5,509.00","(1,681.00)","1,335.00","6,089.00"
"12","Capital Expenditures","(2,482.00)","(666.00)","(4,573.00)","(2,005.00)","(1,485.00)","(3,001.00)","(72.00)","(809.00)","(642.00)","(1,785.00)"
"13","Total Shares Outstanding (million)","1,239,905.79","-","1,239,905.79","1,239,905.79","1,239,905.79","1,239,905.79","1,239,905.79","1,321,905.79","1,321,905.79","1,321,905.79"
