"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","3,322,126.00","3,616,389.00","3,558,087.00","3,414,136.00","2,991,338.00","2,886,541.00","2,767,010.00","2,659,344.00","2,649,207.00","2,704,254.00"
"3","Pretax Income","519,759.00","548,109.00","678,255.00","401,807.00","405,260.00","373,710.00","333,655.00","284,490.00","306,626.00","313,333.00"
"4","Net Income","327,903.00","300,038.00","480,977.00","339,666.00","267,798.00","256,538.00","226,813.00","189,656.00","206,470.00","105,389.00"
"5","Cash & Short-Term Investments","1,010,546.00","1,183,041.00","1,629,273.00","1,139,186.00","498,467.00","529,855.00","451,908.00","463,060.00","380,487.00","538,077.00"
"6","Cash Only","51,699.00","121,339.00","64,812.00","35,278.00","20,551.00","29,437.00","14,501.00","23,220.00","31,654.00","37,855.00"
"7","Total Accounts Receivables","547,071.00","597,028.00","511,509.00","256,305.00","175,430.00","80,952.00","97,773.00","96,536.00","71,772.00","17,690.00"
"8","Inventories","5,344.00","5,189.00","4,083.00","1,541.00","1,447.00","1,131.00","1,284.00","1,232.00","1,104.00","1,076.00"
"9","Net Property, Plant & Equipment","835,114.00","838,580.00","617,091.00","138,074.00","39,861.00","44,091.00","55,886.00","60,354.00","63,993.00","65,093.00"
"10","Accrued Payable","105,632.00","102,586.00","50,429.00","97,471.00","57,659.00","52,264.00","53,011.00","59,188.00","51,633.00","110,893.00"
"11","Short Term Debt","-","-","-","187,112.00","25,000.00","49,915.00","49,922.00","224,639.00","224,628.00","224,426.00"
"12","Long Term Debt","2,473,573.00","2,152,729.00","2,438,484.00","1,130,373.00","988,954.00","940,990.00","943,208.00","770,502.00","597,363.00","713,480.00"
"13","Net Operating Cash Flow","692,761.00","556,460.00","729,822.00","496,384.00","464,149.00","386,595.00","245,517.00","238,931.00","296,983.00","333,177.00"
"14","Capital Expenditures","(30,530.00)","(19,358.00)","(11,185.00)","(11,736.00)","(6,913.00)","(12,905.00)","(21,796.00)","(11,161.00)","(11,206.00)","(11,549.00)"
"15","Total Shares Outstanding (million)","1,070,210.00","1,067,320.00","1,427,320.00","1,897,125.00","1,427,320.62","1,424,714.00","1,423,096.00","1,423,096.00","1,422,956.00","1,422,956.00"
