"1","Financial Year","31-12-2018       4","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1"
"2","Sales/Revenue","1,347,863.00","1,452,713.00","1,335,706.00","1,400,765.00","1,328,892.00","1,434,514.00","1,219,300.00","1,388,423.00","1,369,943.00","1,448,773.00"
"3","Pretax Income","179,936.00","312,796.00","199,112.00","191,645.00","172,172.00","246,259.00","140,140.00","170,976.00","167,394.00","220,377.00"
"4","Net Income","123,818.00","235,216.00","156,887.00","148,992.00","131,818.00","186,307.00","105,533.00","128,388.00","132,485.00","175,162.00"
"5","Cash & Short-Term Investments","7,011.00","89,488.00","55,985.00","21,134.00","10,399.00","80,887.00","16,075.00","39,259.00","9,359.00","12,094.00"
"6","Total Accounts Receivables","605,577.00","620,805.00","713,940.00","643,269.00","510,787.00","522,597.00","538,909.00","571,744.00","473,253.00","401,725.00"
"7","Inventories","530,378.00","574,411.00","549,800.00","531,731.00","551,827.00","471,036.00","579,579.00","576,171.00","597,270.00","622,219.00"
"8","Net Property, Plant & Equipment","1,507,131.00","1,482,459.00","1,480,096.00","1,466,555.00","1,532,045.00","1,497,521.00","1,480,208.00","1,532,409.00","1,662,081.00","1,657,842.00"
"9","Accrued Payable","1,527,276.00","1,459,719.00","1,262,294.00","1,497,143.00","1,321,407.00","1,219,176.00","1,312,783.00","1,578,364.00","1,480,838.00","1,469,736.00"
"10","Short Term Debt","207,082.00","140,631.00","463,651.00","144,027.00","286,184.00","149,775.00","332,955.00","182,147.00","288,764.00","71,348.00"
"11","Long Term Debt","180,198.00","172,545.00","165,971.00","159,327.00","176,823.00","169,500.00","162,750.00","187,769.00","262,846.00","256,143.00"
"12","Net Operating Cash Flow","272,471.00","183,078.00","126,317.00","92,775.00","324,128.00","237,769.00","119,108.00","253,993.00","298,419.00","278,011.00"
"13","Capital Expenditures","(89,613.00)","(20,780.00)","(37,920.00)","(31,628.00)","(92,925.00)","(9,386.00)","(24,722.00)","(66,822.00)","(193,623.00)","(43,336.00)"
"14","Total Shares Outstanding (million)","234,500.00","234,500.00","234,500.00","234,500.00","234,500.00","234,500.00","234,500.00","234,500.00","234,500.00","234,500.00"
