"1","Financial Year","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2"
"2","Sales/Revenue","96,769.00","141,061.00","152,401.00","126,726.00","175,628.00","84,865.00","148,573.00","195,745.00","161,827.00","178,251.00"
"3","Pretax Income","2,187.00","5,808.00","7,555.00","18,080.00","3,814.00","1,553.00","10,942.00","8,335.00","9,777.00","14,538.00"
"4","Net Income","1,662.00","4,332.00","4,473.00","17,304.00","2,303.00","1,365.00","8,143.00","10,900.00","6,627.00","11,579.00"
"5","Cash & Short-Term Investments","27,483.00","75,643.00","80,055.00","80,383.00","60,495.00","46,728.00","36,168.00","52,558.00","58,116.00","49,423.00"
"6","Cash Only","-","-","-","-","-","-","-","-","58,116.00","49,423.00"
"7","Total Accounts Receivables","151,547.00","181,458.00","228,261.00","187,741.00","166,772.00","100,148.00","111,711.00","181,322.00","183,812.00","180,773.00"
"8","Inventories","174,063.00","191,409.00","207,493.00","151,852.00","122,156.00","134,509.00","167,010.00","140,627.00","172,537.00","235,554.00"
"9","Net Property, Plant & Equipment","460,936.00","495,481.00","581,022.00","701,352.00","714,357.00","723,866.00","745,226.00","769,248.00","771,171.00","770,059.00"
"10","Short Term Debt","160,895.00","211,103.00","206,268.00","172,168.00","113,573.00","67,977.00","85,001.00","170,424.00","270,762.00","271,761.00"
"11","Long Term Debt","154,481.00","151,951.00","198,163.00","263,099.00","289,818.00","306,817.00","299,421.00","285,193.00","261,379.00","247,512.00"
"12","Net Operating Cash Flow","(32,866.00)","(1,131.00)","(48,774.00)","46,178.00","34,270.00","35,699.00","10,135.00","(14,473.00)","(56,040.00)","6,354.00"
"13","Capital Expenditures","(38,786.00)","(41,094.00)","(92,224.00)","(123,425.00)","(19,452.00)","(15,665.00)","(30,002.00)","(33,132.00)","(10,367.00)","(7,869.00)"
"14","Total Shares Outstanding (million)","156,581.15","172,231.15","204,630.15","204,630.15","204,751.25","205,594.25","205,594.25","205,347.41","210,801.65","209,771.25"
