"1","Financial Year","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2"
"2","Sales/Revenue","6,086.00","9,000.00","7,105.00","4,852.00","6,834.00","3,161.00","2,747.00","2,287.77","1,201.00","769.00"
"3","Pretax Income","(2,361.00)","(1,799.00)","(4,500.00)","(7,844.00)","(2,114.00)","(1,287.00)","(1,971.00)","(8,019.68)","(139.00)","310.00"
"4","Net Income","(2,361.00)","(1,799.00)","(4,500.00)","(8,468.00)","(2,114.00)","(1,286.00)","(1,968.00)","(8,020.22)","(139.00)","308.00"
"5","Cash & Short-Term Investments","23,106.00","17,239.00","14,216.00","10,353.22","12,629.00","10,229.00","8,127.00","5,760.00","11,150.00","12,808.00"
"6","Cash Only","23,106.00","17,239.00","14,216.00","7,342.04","12,629.00","10,229.00","8,127.00","5,760.00","11,150.00","12,808.00"
"7","Total Accounts Receivables","17,563.00","21,309.00","19,358.00","29,250.66","24,795.00","20,666.00","22,291.00","19,648.00","20,284.00","20,433.00"
"8","Inventories","6,915.00","6,964.00","6,846.00","1,064.08","2,557.00","3,616.00","3,730.00","2,962.00","2,975.00","2,996.00"
"9","Net Property, Plant & Equipment","2,196.00","2,996.00","3,194.00","2,029.63","1,654.00","1,454.00","1,588.00","1,448.00","804.00","630.00"
"10","Short Term Debt","63.00","289.00","517.00","267.31","198.00","98.00","56.00","344.00","113.00","45.00"
"11","Long Term Debt","261.00","261.00","-","536.43","178.00","165.00","165.00","-","-","-"
"12","Net Operating Cash Flow","(8,016.00)","(5,726.00)","(2,511.00)","5,629.15","2,341.00","(2,432.00)","(2,098.00)","(2,328.00)","(1,215.00)","933.00"
"13","Capital Expenditures","(239.00)","239.00","(1,147.00)","(1,087.39)","(123.00)","(1.00)","(35.00)","(47.00)","-","(10.00)"
"14","Total Shares Outstanding (million)","412,500.00","413,816.40","415,049.83","468,025.76","468,063.66","468,153.96","468,158.36","468,162.36","2,136,202.75","2,164,246.75"
