"1","Financial Year","30-06-2019       4","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1"
"2","Sales/Revenue","23,879.34","10,280.00","10,953.00","9,818.00","7,524.80","3,870.00","4,030.00","8,302.00","2,600.35","1,129.00"
"3","Pretax Income","5,884.76","3,526.00","842.00","182.00","15,367.62","812.00","(6,342.00)","2,061.00","(2,905.91)","(367.00)"
"4","Net Income","4,460.44","2,166.00","155.00","180.00","13,568.94","345.00","(6,630.00)","1,780.00","(5,877.87)","(693.00)"
"5","Cash & Short-Term Investments","47,660.60","48,663.00","42,673.00","57,328.00","43,838.00","36,533.00","33,835.00","32,716.00","34,822.00","36,393.00"
"6","Cash Only","8,154.68","4,071.00","12,607.00","6,794.00","5,258.00","6,513.00","3,727.00","5,390.00","3,028.00","3,457.00"
"7","Total Accounts Receivables","165,595.93","163,179.00","164,131.00","152,104.00","165,224.00","161,287.00","166,043.00","162,199.00","148,537.00","154,038.00"
"8","Inventories","28,461.09","28,516.00","30,225.00","30,249.00","28,460.00","28,461.00","27,320.00","25,308.00","24,901.00","24,901.00"
"9","Net Property, Plant & Equipment","12,483.30","12,373.00","12,260.00","12,164.00","12,056.00","11,954.00","11,679.00","11,647.00","11,602.00","11,553.00"
"10","Short Term Debt","39,359.65","29,916.00","49,862.00","42,167.00","30,832.00","28,228.00","23,996.00","21,453.00","13,085.00","15,854.00"
"11","Long Term Debt","45,098.22","47,904.00","91,266.00","103,137.00","61,156.00","60,468.00","59,801.00","59,317.00","66,957.00","65,551.00"
"12","Net Operating Cash Flow","8,487.74","21,330.00","(14,595.00)","10,186.00","(10,180.00)","(4,256.00)","1,049.00","1,761.00","2,568.00","(7,967.00)"
"13","Capital Expenditures","0.19","(3.00)","(4.00)","(17.00)","(112.00)","(48.00)","(27.00)","(43.00)","(17.00)","(16.00)"
"14","Total Shares Outstanding (million)","237,056.18","237,056.18","237,056.18","237,056.18","237,056.18","237,056.18","237,056.18","237,056.18","237,056.18","260,056.18"
