"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","436,016.50","479,254.33","452,361.80","439,781.26","428,342.94","327,736.28","357,162.99","482,732.71","379,078.55","381,128.84"
"3","Pretax Income","113,510.31","156,161.54","121,702.46","108,705.81","129,241.40","102,353.66","150,602.41","190,442.22","82,706.59","103,140.99"
"4","Net Income","82,437.96","119,685.88","84,163.43","73,798.24","93,128.17","71,281.69","120,888.81","125,639.03","60,354.15","80,017.10"
"5","Cash & Short-Term Investments","99,458.26","149,860.18","174,332.67","208,683.41","235,640.14","276,169.20","292,295.53","145,164.83","38,088.88","45,404.62"
"6","Cash Only","24,124.97","25,621.26","14,003.61","35,680.81","30,514.04","61,116.98","34,114.85","117,453.88","20,237.06","27,066.47"
"7","Total Accounts Receivables","43,665.10","40,994.99","60,455.02","45,957.60","50,021.45","36,598.49","55,292.08","43,179.22","50,380.94","50,377.09"
"8","Inventories","5,735.52","10,984.97","11,806.28","8,045.67","5,431.26","5,290.33","3,907.79","11,986.53","14,821.88","10,072.21"
"9","Net Property, Plant & Equipment","704,341.54","679,918.92","682,739.14","686,592.19","690,147.14","839,517.23","842,990.02","853,646.85","584,892.47","590,257.32"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","33.06","-","-","-","-","34.60","35.55","23.33","-","253.00"
"12","Long Term Debt","-","-","-","-","-","58.73","22.78","-","-","16,439.95"
"13","Net Operating Cash Flow","70,424.91","56,268.22","75,385.09","89,266.29","96,337.82","87,292.71","78,719.12","62,413.78","71,569.64","37,608.14"
"14","Capital Expenditures","(16,776.04)","(14,432.57)","(13,642.05)","(14,747.75)","(14,248.68)","(10,475.71)","(7,214.80)","(15,452.16)","(127,817.26)","(14,648.60)"
"15","Total Shares Outstanding (million)","136,509.00","139,779.00","141,390.00","593,840.38","593,850.73","593,850.73","593,850.73","593,850.73","593,837.99","593,837.99"
