"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","56,777.10","52,259.29","62,329.19","52,370.45","58,405.68","53,955.68","57,366.70","57,367.95","62,892.19","56,067.13"
"3","Pretax Income","13,063.62","11,907.29","17,100.44","12,091.20","13,344.09","15,344.18","17,477.45","16,221.51","8,703.42","8,294.39"
"4","Net Income","11,854.28","9,307.46","13,272.19","9,134.18","10,115.99","11,490.24","13,284.47","12,291.18","7,233.01","6,254.12"
"5","Cash & Short-Term Investments","20,688.19","19,127.46","21,723.98","16,205.84","16,523.88","21,385.73","23,914.86","14,190.06","14,906.69","14,035.34"
"6","Cash Only","4,147.46","4,449.02","10,424.82","6,223.12","8,582.01","-","-","-","-","-"
"7","Total Accounts Receivables","6,977.95","5,150.11","4,973.02","5,047.73","6,705.87","6,664.62","6,566.37","8,061.19","8,382.68","6,337.73"
"8","Inventories","24,036.27","26,125.89","25,156.10","28,051.56","29,018.15","26,762.68","24,332.04","26,780.93","24,374.69","25,467.46"
"9","Net Property, Plant & Equipment","46,717.62","45,536.69","52,634.56","50,768.56","48,942.43","47,550.32","47,542.62","50,320.73","51,227.57","50,081.68"
"10","Accrued Payable","-","-","-","-","-","2,511.24","2,618.15","2,673.41","2,956.08","2,332.60"
"11","Short Term Debt","-","-","-","-","-","-","-","-","-","-"
"12","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"13","Net Operating Cash Flow","14,222.32","11,009.54","18,526.16","6,962.49","10,396.24","14,967.78","18,725.69","6,738.07","12,175.34","9,221.22"
"14","Capital Expenditures","(2,340.47)","(1,599.71)","(5,982.82)","(447.05)","(569.72)","(573.95)","(1,874.52)","(4,495.05)","(3,053.73)","(1,735.40)"
"15","Total Shares Outstanding (million)","120,001.00","120,001.00","120,500.00","120,499.74","120,499.74","120,499.74","120,499.74","120,499.74","120,499.74","120,499.74"
