"1","Financial Year","31-03-2010","31-03-2011","31-03-2012","31-12-2013","30-06-2015","30-06-2016","30-06-2017","30-06-2018","31-03-2019       TTM","31-03-2019       TTM"
"2","Sales/Revenue","-","15.41","7,961.14","13,343.70","15,585.60","81,694.91","261,272.57","394,344.21","935,861.21","935,861.21"
"3","Pretax Income","(2.46)","(1,193.89)","(4,358.32)","10,729.75","(75,812.01)","(56,320.73)","62,006.66","244,467.29","439,174.29","439,174.29"
"4","Net Income","(2.46)","(1,193.89)","(4,884.25)","12,134.79","(74,216.01)","(59,959.75)","106,096.81","203,712.11","304,038.11","304,038.11"
"5","Cash & Short-Term Investments","0.94","2,516.39","218,524.00","62,405.46","5,930.31","28,745.86","54,500.85","135,956.60","221,213.00","221,213.00"
"6","Cash Only","0.94","212.75","168,507.70","27,650.41","5,930.31","28,745.86","54,500.85","135,956.60","221,213.00","221,213.00"
"7","Total Accounts Receivables","-","411.80","73.40","9,648.73","63,933.71","24,340.49","25,089.56","208,625.68","223,568.00","223,568.00"
"8","Inventories","-","-","-","-","-","5,542.73","3,997.06","57,913.79","35,940.00","35,940.00"
"9","Net Property, Plant & Equipment","-","6.06","659.76","31,123.57","55,451.38","211,451.75","202,615.78","229,311.03","301,388.00","301,388.00"
"10","Short Term Debt","-","1,055.50","219.39","1,227.19","219.39","219.39","219.39","1,640.57","4,870.00","4,870.00"
"11","Long Term Debt","-","-","-","-","-","-","-","6,628.31","10,022.00","10,022.00"
"12","Net Operating Cash Flow","0.94","(1,549.03)","(5,790.45)","(51,310.25)","(32,192.25)","62,495.15","85,169.47","102,105.27","382,882.27","382,882.27"
"13","Capital Expenditures","-","(6.42)","(769.18)","(50,352.66)","(117,362.71)","(104,384.97)","(1,575.91)","(57,757.63)","(275,312.63)","(275,312.63)"
"14","Total Shares Outstanding (million)","77,792.00","77,792.00","418,048.00","509,876.00","927,779.00","1,312,638.99","1,443,844.29","1,588,228.79","1,588,228.79","1,312,638.99"
