"1","Financial Year","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019","31-12-2020"
"2","Sales/Revenue","14,877.00","50,441.00","7,329.00","4,690.00","8,855.00","12,015.00","7,740.00","10,179.00","14,240.00","62,366.00"
"3","Pretax Income","(522.00)","(14,437.00)","(4,153.00)","(12,556.00)","(158.00)","12,501.00","(3,551.00)","(21,571.00)","(13,878.00)","(6,612.00)"
"4","Net Income","(730.00)","(16,387.00)","(2,402.00)","(12,553.00)","1,439.00","10,338.00","(3,798.00)","(22,851.00)","(13,914.00)","(7,162.00)"
"5","Cash & Short-Term Investments","1,293.10","425.00","821.00","1,546.00","6,122.00","328.00","1,210.00","1,004.00","25,617.00","11,212.00"
"6","Cash Only","1,293.10","425.00","612.00","1,337.00","5,892.00","77.00","957.00","749.00","11,977.00","10,165.00"
"7","Total Accounts Receivables","11,771.00","2,891.00","3,298.00","1,575.00","1,849.00","4,399.00","2,704.00","2,679.00","6,970.00","16,998.00"
"8","Inventories","-","-","2,557.00","-","-","-","-","6.00","17.00","1,101.00"
"9","Net Property, Plant & Equipment","71,912.00","70,261.00","284.00","1,529.00","2,007.00","1,630.00","971.00","1,044.00","1,888.00","3,576.00"
"10","Accrued Payable","1,365.00","749.00","-","-","-","-","-","-","-","-"
"11","Short Term Debt","5,532.00","3,773.00","3,730.00","3,782.00","4,093.00","4,056.00","4,110.00","3,991.00","1,172.00","383.00"
"12","Long Term Debt","11,025.00","13,884.00","14,658.00","14,169.00","13,602.00","17,419.00","16,815.00","10,042.00","96.00","341.00"
"13","Net Operating Cash Flow","7,499.00","(3,336.00)","(475.00)","(5,800.00)","(11,136.00)","2,662.00","(2,898.00)","(8,975.00)","(14,358.00)","(16,801.00)"
"14","Capital Expenditures","(1,500.00)","(5.00)","(2.00)","(1,278.00)","(545.00)","(167.00)","(4.00)","(853.00)","(1,616.00)","(2,160.00)"
"15","Total Shares Outstanding (million)","702,034.00","702,034.00","1,276,424.11","1,404,065.80","1,546,289.30","1,569,925.70","1,593,562.04","3,179,980.46","7,195,967.00","10,564,951.67"
