"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","14,016.84","14,611.00","15,587.00","15,420.00","18,130.70","17,795.00","19,860.00","20,209.00","22,059.00","26,082.00"
"3","Pretax Income","4,905.66","3,470.00","3,470.00","3,498.00","4,497.12","4,001.00","4,920.00","5,495.00","6,147.00","5,997.00"
"4","Net Income","3,313.12","2,443.00","2,588.00","2,629.00","3,076.10","3,002.00","3,679.00","3,938.00","4,368.00","3,857.00"
"5","Cash & Short-Term Investments","49,627.54","50,195.00","47,253.00","44,293.00","48,979.54","50,186.00","49,878.00","50,133.00","49,188.26","54,109.00"
"6","Total Accounts Receivables","17,902.44","19,277.00","19,118.00","20,964.00","17,516.86","19,089.00","21,326.00","21,989.00","25,746.86","24,028.00"
"7","Inventories","19,622.86","20,947.00","19,546.00","19,727.00","23,343.58","22,071.00","22,859.00","24,167.00","28,217.14","25,319.00"
"8","Net Property, Plant & Equipment","25,634.38","27,071.00","31,118.00","30,970.00","31,300.43","31,274.00","31,057.00","31,077.00","30,957.69","30,835.00"
"9","Accrued Payable","7,016.29","8,643.00","7,983.00","7,120.00","9,161.25","7,690.00","8,562.00","8,676.00","12,398.61","7,978.00"
"10","Short Term Debt","478.15","717.00","718.00","719.00","720.63","722.00","723.00","724.00","725.51","715.00"
"11","Long Term Debt","2,486.90","2,476.00","2,296.00","2,116.00","1,934.93","1,754.00","1,573.00","1,391.00","1,209.60","1,039.00"
"12","Net Operating Cash Flow","3,977.34","1,347.00","3,517.00","(674.00)","5,118.62","1,443.00","1,650.00","2,821.00","477.66","5,058.00"
"13","Capital Expenditures","(14.02)","(1,257.00)","(4,257.00)","(94.00)","(560.31)","(197.00)","2.00","(250.00)","(168.18)","(134.00)"
"14","Total Shares Outstanding (million)","298,000.00","298,000.00","298,000.00","298,005.00","298,005.00","298,005.00","298,005.00","298,005.00","298,005.00","298,005.00"
