"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","244,797.00","254,966.00","276,006.00","262,928.00","263,330.00","273,138.00","488,460.00","258,512.00","332,658.00","400,666.00"
"3","Pretax Income","59,904.00","76,079.00","74,352.00","70,101.00","82,312.00","72,810.00","148,248.00","83,533.00","67,715.00","75,105.00"
"4","Net Income","56,126.00","56,248.00","53,568.00","50,854.00","61,097.00","52,108.00","126,434.00","66,663.00","48,919.00","52,957.00"
"5","Cash & Short-Term Investments","130,791.00","171,008.00","205,064.00","209,346.00","246,199.00","219,484.00","235,604.00","199,820.00","133,876.00","121,803.00"
"6","Cash Only","24,267.00","18,461.00","19,390.00","28,424.00","35,040.00","24,592.00","37,267.00","22,710.00","18,200.00","17,628.00"
"7","Total Accounts Receivables","52,068.00","48,079.00","51,797.00","58,296.00","44,779.00","47,359.00","101,010.00","45,215.00","34,391.00","60,980.00"
"8","Inventories","3,287.00","4,935.00","4,387.00","6,988.00","5,149.00","5,051.00","3,790.00","4,028.00","4,650.00","6,357.00"
"9","Net Property, Plant & Equipment","679,906.00","810,364.00","805,642.00","779,794.00","784,880.00","817,079.00","663,613.00","663,388.00","720,803.00","807,735.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","-"
"11","Short Term Debt","27,116.00","51,221.00","75,218.00","43,510.00","32,745.00","39,426.00","40,675.00","41,510.00","32,283.00","88,918.00"
"12","Long Term Debt","84,445.00","62,363.00","50,881.00","187,136.00","154,923.00","121,878.00","88,567.00","53,149.00","27,361.00","187.00"
"13","Net Operating Cash Flow","130,316.00","215,449.00","81,728.00","103,735.00","136,665.00","45,173.00","81,602.00","57,843.00","81,579.00","132,142.00"
"14","Capital Expenditures","(68,858.00)","(135,953.00)","(18,596.00)","(11,209.00)","(35,870.00)","(690.00)","(566.00)","(1,276.00)","(499.00)","(2,488.00)"
"15","Total Shares Outstanding (million)","283,328.00","283,328.00","283,328.00","283,328.00","339,993.59","339,993.59","345,820.80","345,820.80","345,820.80","345,822.18"
