"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-03-2016","31-03-2017","31-03-2018","31-03-2019","30-06-2019"
"2","Sales/Revenue","1,013.64","1,189.04","1,179.38","1,139.23","1,988.47","3,484.93","2,512.09","2,104.14","4,628.00","7,785.59"
"3","Pretax Income","(2,093.45)","(3,978.06)","(2,373.30)","(650.15)","(1,188.58)","(511.36)","(368.91)","(4,040.46)","(5,510.00)","(5,721.60)"
"4","Net Income","(2,096.22)","(3,978.06)","(2,373.30)","(650.15)","(1,187.30)","(437.96)","(204.90)","(3,894.58)","(5,341.00)","(5,542.58)"
"5","Cash & Short-Term Investments","4,476.41","1,956.72","3,738.86","3,347.21","448.51","784.16","137.55","44,882.68","32,659.00","22,591.55"
"6","Cash Only","1,517.18","1,956.72","3,738.86","3,347.21","448.51","784.16","137.55","44,882.68","7,292.00","22,591.55"
"7","Total Accounts Receivables","1,288.31","1,283.93","1,001.98","1,345.68","2,151.34","1,156.68","2,237.68","17,812.93","11,116.00","11,423.26"
"8","Inventories","9.70","210.75","11.97","-","180.00","1,107.54","175.74","697.87","314.00","348.26"
"9","Net Property, Plant & Equipment","836.28","247.10","429.02","865.11","870.31","664.53","869.31","1,331.23","1,034.00","1,083.11"
"10","Short Term Debt","27.63","28.58","30.51","32.70","32.70","36.48","-","-","-","-"
"11","Long Term Debt","172.76","141.06","112.43","79.73","47.03","-","-","-","-","-"
"12","Net Operating Cash Flow","(2,438.52)","(3,051.94)","575.24","218.51","(1,895.20)","(22.15)","(283.52)","(19,475.20)","6,574.00","565.81"
"13","Capital Expenditures","(52.00)","-","(310.75)","(616.67)","(1,296.31)","(859.27)","(357.61)","(1,032.39)","(12,374.00)","(10,359.57)"
"14","Total Shares Outstanding (million)","154,436.00","154,436.00","169,879.00","169,879.00","186,866.90","186,866.90","186,866.90","670,504.03","670,504.03","670,504.03"
