"1","Financial Year","30-06-2019       4","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1"
"2","Sales/Revenue","165,155.48","157,312.00","171,193.00","160,830.00","151,054.61","172,314.00","166,474.00","173,875.00","156,546.65","171,539.00"
"3","Pretax Income","841.49","1,931.00","3,632.00","2,171.00","(1,245.69)","3,121.00","4,142.00","4,098.00","2,359.44","6,644.00"
"4","Net Income","2,648.92","1,728.00","2,434.00","1,601.00","(2,458.35)","2,050.00","2,655.00","1,985.00","774.31","4,011.00"
"5","Cash & Short-Term Investments","11,677.45","6,635.00","4,017.00","2,113.00","2,012.00","9,070.00","16,596.00","21,791.00","10,273.00","12,136.00"
"6","Cash Only","-","-","-","-","-","-","-","-","10,273.00","12,136.00"
"7","Total Accounts Receivables","143,010.09","140,443.00","152,258.00","144,495.00","135,748.00","130,047.00","104,553.00","111,120.00","103,579.00","114,453.00"
"8","Inventories","111,616.63","101,304.00","103,044.00","102,768.00","101,267.00","84,096.00","98,570.00","88,794.00","87,151.00","76,440.00"
"9","Net Property, Plant & Equipment","95,682.99","99,241.00","98,205.00","97,059.00","97,000.00","99,406.00","98,963.00","97,556.00","98,295.00","97,368.00"
"10","Accrued Payable","41,999.50","-","41,746.00","34,421.00","41,334.00","38,360.00","50,260.00","51,578.00","42,563.00","43,158.00"
"11","Short Term Debt","183,997.82","184,703.00","174,253.00","169,991.00","153,865.00","139,375.00","119,418.00","114,680.00","103,034.00","100,405.00"
"12","Long Term Debt","19,889.22","22,944.00","21,985.00","21,709.00","20,408.00","20,456.00","21,178.00","20,142.00","21,167.00","20,306.00"
"13","Net Operating Cash Flow","(12,286.19)","(1,972.00)","11,058.00","4,924.00","16,577.00","22,355.00","30,183.00","11,890.00","(2,934.00)","5,904.00"
"14","Capital Expenditures","(812.74)","(187.00)","(323.00)","2.00","(611.00)","(459.00)","(339.00)","(35.00)","(72.00)","(536.00)"
"15","Total Shares Outstanding (million)","510,277.00","-","510,277.00","510,277.00","510,277.00","670,289.39","670,289.39","670,289.39","670,289.39","670,289.39"
