"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","703,042.00","757,721.47","767,650.00","699,775.00","658,290.39","690,450.37","799,208.00","1,057,810.00","1,081,879.00","1,122,015.00"
"3","Pretax Income","26,714.00","31,833.08","21,456.00","29,390.00","42,738.46","34,407.58","41,485.00","56,506.00","46,025.00","48,167.00"
"4","Net Income","20,147.00","24,433.13","19,301.00","22,027.00","33,544.97","27,013.51","31,912.00","44,487.00","39,388.00","37,471.00"
"5","Cash & Short-Term Investments","31,581.00","29,256.06","27,643.00","36,026.00","36,012.58","49,945.86","92,444.00","79,422.00","64,643.00","77,429.00"
"6","Cash Only","23,441.00","22,123.22","23,089.00","21,622.00","26,456.26","33,176.76","57,817.00","52,713.00","39,847.00","40,477.00"
"7","Total Accounts Receivables","131,386.00","151,680.64","159,350.00","145,890.00","137,922.15","126,523.08","166,976.00","207,321.00","202,955.00","194,179.00"
"8","Inventories","66,151.00","79,943.86","74,278.00","64,214.00","72,354.69","69,810.77","70,474.00","94,293.00","101,395.00","104,374.00"
"9","Net Property, Plant & Equipment","162,423.00","239,898.19","237,231.00","236,921.00","245,680.10","261,872.92","419,142.00","429,364.00","457,005.00","455,819.00"
"10","Short Term Debt","148,622.00","158,104.02","149,524.00","111,879.00","95,863.12","99,621.81","124,708.00","135,306.00","137,237.00","129,797.00"
"11","Long Term Debt","10,111.00","16,900.50","12,082.00","9,871.00","7,127.25","13,862.48","11,920.00","9,428.00","18,742.00","19,993.00"
"12","Net Operating Cash Flow","18,482.00","18,673.16","35,370.00","64,038.00","36,947.14","38,420.09","37,445.00","17,452.00","23,863.00","58,607.00"
"13","Capital Expenditures","(12,381.00)","(22,025.76)","(7,439.00)","(9,096.00)","(13,904.13)","(24,784.53)","(10,408.00)","(16,936.00)","(25,731.00)","(16,115.00)"
"14","Total Shares Outstanding (million)","175,571.00","175,571.00","175,571.00","175,586.00","178,363.70","180,646.70","183,935.00","188,664.00","191,604.00","191,604.00"
