"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","1,911,514.20","2,591,509.09","3,743,935.22","1,146,704.00","606,635.00","188,694.00","73,776.00","101,095.00","230,466.00","474,720.00"
"3","Pretax Income","268,368.12","(75,162.83)","298,304.27","236,364.00","(8,884.00)","(152,430.00)","(214,405.00)","(195,709.00)","(119,064.00)","(57,290.00)"
"4","Net Income","119,511.60","9,319.63","238,081.85","200,551.00","248,383.00","65,576.00","(258,942.00)","(201,282.00)","(169,662.00)","(57,216.00)"
"5","Cash & Short-Term Investments","1,215,301.91","1,277,495.22","1,443,591.82","820,023.00","456,616.00","1,300,695.00","1,101,998.00","536,953.00","720,262.00","579,447.00"
"6","Cash Only","-","-","184,363.30","125,449.00","54,920.00","77,474.00","62,520.00","47,228.00","111,455.00","-"
"7","Total Accounts Receivables","1,142,715.29","445,919.82","595,871.88","674,500.00","238,234.00","90,236.00","160,866.00","180,212.00","132,163.00","116,614.00"
"8","Inventories","16,512.35","9,483.74","5,789.98","5,318.00","1,211.00","106.00","151.00","10,627.00","8,521.00","3,637.00"
"9","Net Property, Plant & Equipment","1,609,713.33","452,829.03","462,230.88","426,219.00","244,414.00","195,194.00","161,871.00","813,400.00","832,897.00","822,460.00"
"10","Accrued Payable","-","-","-","-","-","-","-","-","-","195,367.00"
"11","Short Term Debt","806,392.10","471,168.32","937,054.87","120,720.00","29,981.00","39,488.00","10,940.00","19,845.00","158,496.00","189,867.00"
"12","Long Term Debt","4,680,571.10","5,040,961.07","4,718,733.59","1,933,031.00","191,380.00","31,694.00","11,127.00","143,407.00","950,375.00","1,053,262.00"
"13","Net Operating Cash Flow","180,129.87","99,563.26","52,675.12","297,987.00","163,081.00","(36,023.00)","(132,134.00)","(321,194.00)","(181,632.00)","(177,816.00)"
"14","Capital Expenditures","(384,282.82)","(154,276.42)","(235,518.70)","(33,477.00)","(15,315.00)","(9,821.00)","(12,390.00)","(12,578.00)","(21,033.00)","(10,342.00)"
"15","Total Shares Outstanding (million)","409,106.00","409,106.00","409,106.00","409,224.04","413,922.98","447,246.98","447,246.98","552,626.20","447,248.20","447,248.20"
