"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","42,815.16","46,196.62","45,978.61","38,201.52","47,174.27","36,088.79","40,108.62","45,160.55","40,935.38","48,698.00"
"3","Pretax Income","11,034.33","11,426.42","9,759.41","10,906.87","16,180.74","9,548.17","4,735.84","4,023.97","7,315.40","4,002.00"
"4","Net Income","9,306.83","10,123.60","8,374.01","9,821.62","14,273.70","8,382.61","4,182.08","3,095.83","6,546.26","3,039.00"
"5","Cash & Short-Term Investments","42,548.35","36,325.11","31,819.09","42,272.80","47,518.14","45,590.18","51,482.56","39,904.86","42,746.81","45,137.00"
"6","Cash Only","26,803.92","14,703.26","16,019.65","18,179.81","-","-","51,482.56","-","-","-"
"7","Total Accounts Receivables","7,859.61","11,907.43","16,372.20","12,243.75","13,222.97","10,258.64","12,612.40","15,555.96","16,772.72","21,248.00"
"8","Inventories","2,318.05","3,380.57","1,535.57","1,647.12","1,820.97","2,441.26","2,679.30","1,494.58","1,855.03","3,656.00"
"9","Net Property, Plant & Equipment","3,805.98","6,030.68","6,464.11","5,395.27","5,171.95","30,949.17","33,361.13","30,229.57","28,317.53","26,140.00"
"10","Accrued Payable","-","-","-","-","5,311.98","2,927.23","5,635.25","5,300.70","4,862.05","8,022.00"
"11","Short Term Debt","5.70","7.10","-","-","-","1,081.74","1,142.03","21.15","22.88","197.00"
"12","Long Term Debt","10.92","3.14","-","-","-","11,030.04","10,156.32","45.24","22.42","2,390.00"
"13","Net Operating Cash Flow","10,463.04","3,600.14","4,203.49","11,726.13","7,785.03","5,142.87","(1,152.73)","3,242.28","7,447.02","513.00"
"14","Capital Expenditures","(957.21)","(3,075.01)","(1,312.08)","(108.03)","(152.27)","(24,127.05)","(3,401.64)","(1,459.82)","(741.69)","(184.00)"
"15","Total Shares Outstanding (million)","108,000.00","108,000.00","108,000.00","108,000.00","108,000.00","108,000.00","108,000.00","108,000.00","108,000.00","108,000.00"
