"1","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1"
"2","Sales/Revenue","32,616.86","23,820.00","36,899.00","46,063.00","53,927.14","29,936.00","31,990.00","35,928.00","24,458.40","22,802.00"
"3","Pretax Income","6,010.33","2,510.00","7,355.00","9,701.00","13,371.06","5,465.00","5,740.00","21,214.00","61,295.44","2,010.00"
"4","Net Income","4,098.93","1,458.00","5,245.00","7,179.00","10,307.94","3,607.00","4,151.00","15,404.00","52,386.71","912.00"
"5","Cash & Short-Term Investments","64,112.27","56,927.00","52,244.00","51,635.00","71,088.07","70,689.00","86,713.00","75,345.00","72,181.41","83,996.00"
"6","Cash Only","20,822.81","15,201.00","17,011.00","14,403.00","25,320.12","19,525.00","23,497.00","22,718.00","21,824.58","33,771.00"
"7","Total Accounts Receivables","39,260.91","37,525.00","42,851.00","52,126.00","58,183.73","55,719.00","55,496.00","62,471.00","63,749.29","53,060.00"
"8","Inventories","404,521.43","418,846.00","420,472.00","418,752.00","402,670.77","399,503.00","394,053.00","405,387.00","400,861.47","387,909.00"
"9","Net Property, Plant & Equipment","273,217.16","273,800.00","273,818.00","274,557.00","156,660.76","154,729.00","154,789.00","155,019.00","154,631.96","158,355.00"
"10","Accrued Payable","68,648.24","74,924.00","75,274.00","74,663.00","71,800.58","69,141.00","78,512.00","71,275.00","19,451.81","19,194.00"
"11","Short Term Debt","211.28","215.00","217.00","216.00","205.99","171.00","144.00","124.00","107.10","464.00"
"12","Long Term Debt","688.63","619.00","564.00","511.00","472.58","453.00","425.00","393.00","365.47","338.00"
"13","Net Operating Cash Flow","(9,442.51)","(5,463.00)","(3,093.00)","1,499.00","21,623.54","7,280.00","20,858.00","(7,205.00)","(7,989.94)","19,558.00"
"14","Capital Expenditures","(1,437.32)","(1,439.00)","(901.00)","(1,631.00)","(2,264.00)","(7,589.00)","(4,498.00)","(4,180.00)","10,580.32","(5,744.00)"
"15","Total Shares Outstanding (million)","365,064.00","365,064.00","365,064.00","365,063.80","365,063.80","365,063.80","365,063.80","365,063.80","365,063.80","365,063.80"
