"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018"
"2","Sales/Revenue","158,185.42","195,512.19","248,697.74","264,333.57","300,136.85","352,807.73","451,744.47","500,712.14","552,751.58","627,362.83"
"3","Pretax Income","15,000.79","11,661.44","17,568.11","22,279.93","14,091.23","10,551.90","11,696.23","530.20","(15,492.30)","(13,410.93)"
"4","Net Income","12,417.49","10,345.14","15,510.77","18,915.00","11,932.46","7,852.31","9,754.61","(853.14)","(15,354.36)","(14,881.35)"
"5","Cash & Short-Term Investments","4,938.57","3,471.26","14,216.00","12,843.23","12,619.70","11,872.07","37,914.74","25,466.04","62,708.79","46,872.34"
"6","Cash Only","3,904.81","3,437.83","13,678.52","12,807.79","9,710.67","11,872.07","37,914.74","25,466.04","62,687.95","45,870.14"
"7","Total Accounts Receivables","36,426.46","47,207.56","55,823.78","56,711.61","72,220.57","80,442.88","114,601.30","131,840.99","150,377.58","184,903.92"
"8","Inventories","20,515.78","27,836.81","22,200.68","28,184.08","34,296.88","39,908.92","43,795.08","52,126.16","95,217.78","93,105.89"
"9","Net Property, Plant & Equipment","89,470.78","97,521.34","86,883.51","88,822.49","142,921.55","150,103.59","168,181.54","224,319.09","219,246.20","332,584.80"
"10","Accrued Payable","-","-","-","-","-","-","102,899.24","117,714.15","133,968.34","136,906.40"
"11","Short Term Debt","12,700.09","18,085.86","17,105.68","12,118.66","31,049.06","48,008.62","74,027.33","106,603.61","154,521.33","182,709.98"
"12","Long Term Debt","9,845.09","10,725.59","10,931.90","18,914.29","46,804.77","39,520.04","28,847.61","60,165.97","44,682.24","107,152.54"
"13","Net Operating Cash Flow","14,957.88","12,640.69","22,935.88","9,701.47","18,037.10","9,074.59","30,071.73","(663.69)","(47,869.10)","(4,974.24)"
"14","Capital Expenditures","(4,483.49)","(21,098.26)","(10,283.15)","(10,762.03)","(57,205.89)","(20,542.50)","(33,695.51)","(76,996.67)","(62,743.55)","(103,912.81)"
"15","Total Shares Outstanding (million)","61,721.00","61,721.00","61,721.00","61,721.00","61,720.81","61,720.81","61,720.81","61,720.81","120,046.98","120,046.98"
