"1","Financial Year","31-12-2009","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-03-2019       TTM"
"2","Sales/Revenue","503,456.00","633,935.00","650,403.00","654,080.00","490,645.00","624,423.00","654,789.00","332,084.00","460,230.00","467,424.00","511,773.00"
"3","Pretax Income","25,088.00","6,045.00","8,225.00","15,886.00","1,284.00","21,780.00","62,015.00","(124,483.00)","(46,212.00)","(18,508.00)","(17,811.00)"
"4","Net Income","14,390.00","2,585.00","3,485.00","7,469.00","12,735.00","34,750.00","47,214.00","(114,199.00)","(46,033.00)","(20,919.00)","(20,222.00)"
"5","Cash & Short-Term Investments","69,486.00","63,706.00","108,834.00","102,689.00","112,387.00","127,844.00","213,539.00","238,749.00","145,260.00","94,368.00","78,664.00"
"6","Cash Only","15,479.00","19,659.00","57,664.00","50,740.00","42,148.00","42,929.00","124,263.00","160,644.00","87,043.00","73,369.00","-"
"7","Total Accounts Receivables","210,546.00","280,445.00","250,726.00","225,196.00","272,262.00","468,554.00","360,130.00","127,288.00","222,026.00","222,181.00","219,249.00"
"8","Inventories","58,067.00","10,600.00","11,761.00","39,632.00","21,154.00","48,188.00","30,686.00","8,003.00","8,609.00","5,023.00","11,723.00"
"9","Net Property, Plant & Equipment","360,052.00","353,141.00","425,475.00","425,475.00","445,245.00","447,430.00","436,878.00","340,283.00","287,655.00","265,818.00","260,114.00"
"10","Accrued Payable","199,462.00","126,121.00","168,000.00","-","14,377.00","24,306.00","27,125.00","21,656.00","29,939.00","42,663.00","163,094.00"
"11","Short Term Debt","78,855.00","95,608.00","116,262.00","174,913.00","94,440.00","171,214.00","221,058.00","168,741.00","196,778.00","123,702.00","102,149.00"
"12","Long Term Debt","70,001.00","108,518.00","103,136.00","19,401.00","104,850.00","178,757.00","121,250.00","69,375.00","2,185.00","412.00","373.00"
"13","Net Operating Cash Flow","88,976.00","(38,376.00)","101,935.00","44,294.00","23,567.00","(63,911.00)","15,720.00","(23,978.00)","(77,980.00)","(16,641.00)","9,893.00"
"14","Capital Expenditures","(245,277.00)","(11,479.00)","(5,259.00)","(27,064.00)","(10,364.00)","(39,095.00)","(23,303.00)","(5,360.00)","(2,273.00)","(4,964.00)","-"
"15","Total Shares Outstanding (million)","205,581.00","205,581.00","226,139.00","226,139.00","321,750.00","321,750.00","320,947.00","320,947.20","320,942.20","320,942.20","320,942.20"
"16","Financial Year","31-12-2016       4","31-03-2017       1","30-06-2017       2","30-09-2017       3","31-12-2017       4","31-03-2018       1","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1","31-03-2019       1"
"17","Sales/Revenue","59,828.00","69,604.00","101,197.00","170,991.00","118,438.00","67,505.00","88,352.00","119,735.00","191,832.00","111,854.00","111,854.00"
"18","Pretax Income","(88,995.00)","5,292.00","3,087.00","(7,909.00)","(46,682.00)","1,019.00","(15,931.00)","(24,574.00)","20,979.00","1,715.00","1,715.00"
"19","Net Income","(77,279.00)","5,292.00","3,087.00","(7,909.00)","(46,503.00)","1,019.00","(15,931.00)","(26,966.00)","20,960.00","1,715.00","1,715.00"
"20","Cash & Short-Term Investments","238,749.00","153,528.00","173,447.00","178,843.00","145,260.00","143,091.00","95,990.00","91,567.00","94,368.00","78,664.00","78,664.00"
"21","Cash Only","160,644.00","97,051.00","112,216.00","104,981.00","87,043.00","114,339.00","83,960.00","71,837.00","73,369.00","-","-"
"22","Total Accounts Receivables","132,352.00","136,473.00","139,101.00","225,484.00","227,714.00","239,431.00","154,565.00","153,059.00","228,792.00","219,249.00","219,249.00"
"23","Inventories","8,003.00","10,626.00","12,749.00","10,453.00","8,609.00","12,217.00","12,899.00","17,453.00","5,023.00","11,723.00","11,723.00"
"24","Net Property, Plant & Equipment","340,283.00","332,131.00","320,962.00","307,236.00","287,655.00","280,366.00","273,126.00","265,862.00","265,818.00","260,114.00","260,114.00"
"25","Accrued Payable","68,686.00","113,705.00","111,758.00","162,643.00","190,917.00","194,241.00","130,348.00","154,695.00","166,707.00","163,094.00","163,094.00"
"26","Short Term Debt","168,741.00","114,111.00","161,937.00","195,830.00","196,778.00","180,488.00","117,525.00","106,765.00","123,702.00","102,149.00","102,149.00"
"27","Long Term Debt","69,375.00","36,371.00","13,767.00","7,498.00","2,185.00","1,785.00","1,337.00","881.00","412.00","373.00","373.00"
"28","Net Operating Cash Flow","(89,684.00)","141,443.00","2,906.00","(35,177.00)","(187,152.00)","(19,538.00)","11,926.00","8,414.00","(17,443.00)","6,996.00","6,996.00"
"29","Capital Expenditures","-","-","-","-","-","-","-","-","-","-","-"
"30","Total Shares Outstanding (million)","320,947.00","320,947.00","320,947.00","320,947.20","320,942.20","320,942.20","320,942.20","320,942.20","320,942.20","320,942.20","320,942.20"
