"1","Financial Year","30-06-2019       1","30-09-2019       2","31-12-2019       3","31-03-2020       4","30-06-2020       1","30-09-2020       2","31-12-2020       3","31-03-2021       4","30-06-2021       1","30-09-2021       2"
"2","Sales/Revenue","77,599.00","73,304.00","71,792.00","70,675.44","44,652.00","66,605.00","69,743.00","77,100.00","80,969.00","76,672.00"
"3","Pretax Income","12,136.00","8,842.00","13,802.00","9,927.90","1,100.00","14,456.00","19,802.00","16,002.00","19,474.00","10,645.00"
"4","Net Income","9,728.00","7,079.00","11,399.00","8,652.22","650.00","12,690.00","17,389.00","15,896.00","16,815.00","8,577.00"
"5","Cash & Short-Term Investments","202,373.00","225,524.00","222,396.00","237,811.00","248,599.00","269,807.00","275,069.00","282,392.00","277,193.00","250,842.00"
"6","Cash Only","-","-","-","-","-","-","-","215,200.00","140,755.00","87,776.00"
"7","Total Accounts Receivables","65,379.00","63,361.00","57,834.00","57,599.00","42,647.00","48,826.00","56,848.00","58,151.00","63,914.00","58,410.00"
"8","Inventories","104,285.00","98,077.00","91,472.00","94,832.00","89,470.00","82,404.00","88,025.00","92,429.00","87,348.00","94,894.00"
"9","Net Property, Plant & Equipment","107,110.00","106,718.00","107,414.00","106,798.00","104,683.00","103,214.00","103,378.00","107,613.00","108,031.00","105,596.00"
"10","Accrued Payable","30,723.00","31,874.00","21,698.00","26,317.00","17,705.00","24,196.00","27,487.00","40,492.00","34,477.00","34,865.00"
"11","Short Term Debt","24,537.00","29,185.00","21,716.00","25,312.00","24,566.00","23,856.00","25,633.00","27,733.00","24,957.00","7,337.00"
"12","Long Term Debt","5,753.00","5,687.00","5,727.00","5,422.00","5,052.00","4,776.00","5,382.00","5,209.00","4,849.00","4,386.00"
"13","Net Operating Cash Flow","18,737.00","15,765.00","15,644.00","11,957.00","10,738.00","18,069.00","1,977.00","15,598.00","8,176.00","4,553.00"
"14","Capital Expenditures","-","-","-","-","-","-","-","-","-","-"
"15","Total Shares Outstanding (million)","194,759.06","194,759.06","194,759.06","194,759.00","194,758.50","194,759.06","194,759.06","194,759.06","194,759.06","194,759.06"
