"1","Financial Year","30-06-2018       2","30-09-2018       3","31-12-2018       4","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3"
"2","Sales/Revenue","295,481.00","335,997.00","382,585.00","367,609.00","358,369.00","384,660.00","386,302.00","279,548.00","151,579.00","333,816.00"
"3","Pretax Income","10,555.00","13,610.00","24,438.00","20,409.00","17,669.00","13,836.00","16,861.00","304.00","(22,719.00)","23,453.00"
"4","Net Income","1,548.00","3,348.00","17,335.00","9,779.00","8,560.00","2,385.00","6,513.00","(6,200.00)","(20,883.00)","13,799.00"
"5","Cash & Short-Term Investments","324,759.00","341,578.00","365,867.00","354,477.00","372,694.00","340,740.00","348,967.00","386,039.00","349,597.00","380,006.00"
"6","Total Accounts Receivables","282,106.00","288,966.00","270,082.00","314,965.00","268,055.00","305,186.00","321,314.00","256,833.00","217,779.00","266,461.00"
"7","Inventories","246,508.00","261,035.00","277,798.00","270,113.00","266,659.00","275,985.00","269,906.00","255,969.00","283,120.00","253,471.00"
"8","Net Property, Plant & Equipment","562,958.00","556,774.00","559,853.00","585,552.00","591,543.00","586,052.00","616,886.00","596,677.00","621,982.00","600,997.00"
"9","Accrued Payable","194,850.00","208,653.00","243,628.00","228,569.00","206,352.00","213,037.00","221,838.00","183,565.00","153,278.00","205,075.00"
"10","Short Term Debt","68,739.00","74,408.00","81,495.00","85,111.00","76,364.00","69,412.00","71,696.00","67,584.00","75,753.00","86,027.00"
"11","Long Term Debt","-","-","-","13,342.00","13,481.00","14,125.00","-","12,861.00","13,404.00","12,541.00"
"12","Net Operating Cash Flow","8,645.00","16,120.00","45,987.00","(3,441.00)","55,015.00","(13,596.00)","35,428.00","51,320.00","(23,205.00)","69,124.00"
"13","Capital Expenditures","(19,868.00)","(5,766.00)","(13,783.00)","(9,025.00)","(14,776.00)","(5,904.00)","(11,165.00)","(4,471.00)","(24,300.00)","(9,862.00)"
"14","Total Shares Outstanding (million)","195,583.50","195,582.50","195,582.50","195,582.50","195,582.50","195,582.50","195,582.50","195,494.30","195,494.30","195,494.30"
