"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","1,046,886.64","1,089,969.24","1,234,001.00","1,307,292.00","1,301,740.00","1,639,509.00","1,667,996.00","1,957,627.00","2,140,571.00","2,217,170.00"
"3","Pretax Income","140,650.70","112,920.40","138,451.00","180,134.00","186,721.00","268,567.00","210,008.00","228,313.00","249,264.00","276,372.00"
"4","Net Income","113,376.26","89,684.60","102,163.00","136,422.00","145,597.00","202,530.00","167,063.00","182,061.00","199,773.00","224,653.00"
"5","Cash & Short-Term Investments","91,509.09","51,623.67","99,845.00","100,601.00","72,042.00","168,383.00","109,847.00","210,382.00","146,315.00","162,250.00"
"6","Cash Only","5,817.79","32,307.67","99,845.00","100,601.00","63,899.00","168,383.00","109,847.00","210,382.00","146,315.00","162,250.00"
"7","Total Accounts Receivables","144,136.47","154,162.95","211,982.00","238,644.00","282,050.00","310,272.00","343,331.00","377,579.00","446,323.00","431,846.00"
"8","Inventories","123,656.57","163,779.15","148,980.00","148,782.00","193,532.00","205,588.00","210,671.00","212,950.00","249,007.00","321,525.00"
"9","Net Property, Plant & Equipment","409,514.78","432,957.97","514,366.00","600,539.00","724,616.00","771,450.00","862,530.00","1,028,011.00","1,267,931.00","1,315,649.00"
"10","Accrued Payable","-","-","-","142,071.00","170,347.00","-","-","-","-","-"
"11","Short Term Debt","150,095.65","133,964.63","160,746.00","119,586.00","142,667.00","119,813.00","118,495.00","209,840.00","279,407.00","405,525.00"
"12","Long Term Debt","27,658.72","25,996.90","38,255.00","49,385.00","63,429.00","103,479.00","58,991.00","186,906.00","229,273.00","172,585.00"
"13","Net Operating Cash Flow","137,849.00","45,910.49","92,934.00","208,762.00","164,233.00","262,910.00","233,287.00","204,118.00","192,611.00","274,544.00"
"14","Capital Expenditures","(85,152.10)","(39,784.52)","(82,829.00)","(119,821.00)","(141,279.00)","(97,623.00)","(161,434.00)","(239,159.00)","(314,861.00)","(218,052.00)"
"15","Total Shares Outstanding (million)","637,529.00","637,239.00","637,239.00","1,278,935.81","1,278,936.00","1,278,935.81","1,278,936.00","1,278,936.00","1,278,935.81","1,278,936.00"
