"1","Financial Year","31-12-2016       1","31-03-2017       2","30-06-2017       3","30-09-2017       4","31-12-2017       1","31-03-2018       2","30-06-2018       3","30-09-2018       4","31-12-2018       1","31-03-2019       2"
"2","Sales/Revenue","68,076.00","68,490.00","67,778.00","70,888.00","58,288.00","60,390.00","67,339.00","69,929.00","63,338.00","53,057.00"
"3","Pretax Income","8,974.00","5,597.00","495.00","(691.00)","(26,742.00)","24,502.00","17,155.00","52,273.00","(897.00)","(4,553.00)"
"4","Net Income","6,440.00","4,437.00","2,769.00","(688.00)","(28,908.00)","17,983.00","19,188.00","39,321.00","(2,169.00)","(4,191.00)"
"5","Cash & Short-Term Investments","41,323.00","38,012.00","95,699.00","86,359.00","72,108.00","60,172.00","59,722.00","41,864.00","104,453.00","92,898.00"
"6","Cash Only","38,848.00","35,518.00","82,046.00","28,699.00","32,095.00","31,826.00","31,119.00","8,362.00","-","-"
"7","Total Accounts Receivables","78,824.00","79,923.00","78,961.00","71,893.00","104,064.00","106,145.00","92,137.00","157,712.00","84,474.00","68,655.00"
"8","Inventories","34,212.00","38,649.00","44,848.00","46,076.00","35,642.00","37,697.00","37,652.00","36,835.00","45,282.00","43,791.00"
"9","Net Property, Plant & Equipment","202,705.00","204,480.00","215,427.00","218,025.00","181,871.00","219,539.00","250,211.00","287,327.00","293,755.00","311,755.00"
"10","Accrued Payable","12,396.00","14,183.00","30,012.00","26,741.00","28,136.00","38,267.00","25,230.00","39,621.00","-","-"
"11","Short Term Debt","9,221.00","9,648.00","6,073.00","9,105.00","6,294.00","2,287.00","7,715.00","16,578.00","15,884.00","19,322.00"
"12","Long Term Debt","7,500.00","5,563.00","4,528.00","2,212.00","2,832.00","1,724.00","12,741.00","27,333.00","53,857.00","50,965.00"
"13","Net Operating Cash Flow","3,106.00","16,073.00","21,714.00","2,112.00","1,238.00","37,715.00","22,569.00","(58,549.00)","53,247.00","13,404.00"
"14","Capital Expenditures","(2,910.00)","(10,308.00)","(22,567.00)","(12,474.00)","(12,801.00)","(45,523.00)","(39,482.00)","(53,178.00)","(15,968.00)","(26,613.00)"
"15","Total Shares Outstanding (million)","268,269.00","268,269.00","330,530.00","330,634.00","330,634.00","332,002.05","332,336.45","332,823.00","333,146.45","333,175.85"
"16","Financial Year","30-09-2009","30-09-2010","30-09-2011","30-09-2012","30-09-2013","30-09-2014","30-09-2015","30-09-2016","30-09-2017","30-09-2018"
"16","Pretax Income","42,963.00","44,272.00","55,808.00","57,322.00","29,513.00","(34,329.00)","(10,847.00)","17,757.00","14,375.00","67,188.00"
"17","Net Income","35,898.00","38,002.00","47,464.00","49,264.00","20,089.00","(27,736.00)","(13,024.00)","5,677.00","12,958.00","47,584.00"
"17","Sales/Revenue","172,703.00","225,401.00","236,767.00","308,827.00","222,315.00","193,944.00","239,730.00","230,707.00","275,232.00","255,946.00"
"18","Cash & Short-Term Investments","20,470.00","37,001.00","24,330.00","39,011.00","43,397.00","23,126.00","43,106.00","41,857.00","86,359.00","41,864.00"
"19","Cash Only","18,321.00","31,678.00","13,446.00","36,651.00","27,967.00","17,624.00","42,689.00","21,581.00","28,699.00","8,362.00"
"20","Total Accounts Receivables","51,160.00","64,139.00","74,261.00","62,706.00","62,865.00","51,540.00","54,644.00","60,837.00","71,893.00","155,672.00"
"21","Inventories","20,058.00","35,490.00","43,959.00","56,231.00","62,969.00","49,404.00","45,194.00","33,092.00","46,076.00","36,835.00"
"22","Net Property, Plant & Equipment","161,761.00","251,530.00","263,924.00","319,810.00","301,113.00","267,544.00","232,379.00","206,291.00","218,025.00","287,327.00"
"23","Accrued Payable","7,333.00","25,122.00","12,994.00","-","-","-","-","-","26,741.00","-"
"24","Short Term Debt","18,201.00","34,140.00","34,556.00","39,530.00","35,185.00","26,560.00","16,541.00","13,132.00","9,105.00","16,578.00"
"25","Long Term Debt","40,072.00","69,467.00","58,172.00","64,113.00","55,811.00","35,392.00","20,898.00","7,076.00","2,212.00","27,333.00"
"26","Net Operating Cash Flow","41,855.00","46,745.00","49,356.00","100,838.00","58,012.00","26,086.00","30,178.00","23,122.00","43,005.00","2,973.00"
"27","Capital Expenditures","(18,562.00)","(35,355.00)","(40,151.00)","(72,077.00)","(19,575.00)","(10,288.00)","(12,272.00)","(11,971.00)","(48,259.00)","(150,984.00)"
"28","Total Shares Outstanding (million)","254,513.00","279,843.00","278,984.00","476,881.00","268,271.00","268,269.00","268,269.00","268,268.71","330,634.00","332,823.00"
