"1","Financial Year","30-06-2011","30-06-2012","30-06-2013","30-06-2014","30-06-2015","30-06-2016","30-06-2017","30-06-2018","30-06-2019","30-06-2020"
"2","Sales/Revenue","357,059.51","472,972.83","422,708.00","457,562.86","506,963.06","590,764.42","525,745.86","646,652.59","593,951.03","620,853.00"
"3","Pretax Income","20,206.94","35,266.46","17,644.58","51,023.29","76,659.67","101,960.57","46,751.42","59,506.46","41,907.65","34,961.00"
"4","Net Income","13,228.43","27,218.74","5,093.10","33,415.25","51,789.53","56,198.35","28,634.47","35,908.95","24,986.60","26,628.00"
"5","Cash & Short-Term Investments","36,667.36","65,607.93","38,177.27","88,108.57","99,166.93","123,773.24","117,921.82","146,267.19","123,432.60","158,528.00"
"6","Cash Only","31,236.71","35,850.31","26,976.72","76,111.03","78,481.49","89,667.64","69,350.54","114,562.74","99,707.87","142,808.00"
"7","Total Accounts Receivables","79,598.97","119,484.56","122,586.10","96,073.52","129,321.90","137,771.93","129,076.78","133,532.52","153,392.76","125,768.00"
"8","Inventories","2,827.90","5,914.30","13,484.77","34,093.04","67,012.96","33,180.14","30,192.35","23,575.99","32,873.40","35,703.00"
"9","Net Property, Plant & Equipment","157,705.89","164,725.33","189,443.87","242,963.87","241,422.84","251,870.80","265,747.25","277,118.21","304,338.97","309,091.00"
"10","Accrued Payable","26,975.20","92,573.31","-","-","-","-","-","90,122.93","-","75,628.00"
"11","Short Term Debt","39,468.00","40,823.30","68,281.59","42,381.22","28,278.74","44,112.17","42,716.39","35,564.32","41,517.19","40,281.00"
"12","Long Term Debt","86,529.35","75,907.17","78,645.03","76,428.56","53,405.32","57,284.73","41,486.64","46,224.01","39,991.32","53,806.00"
"13","Net Operating Cash Flow","15,394.58","60,001.71","(18,564.45)","103,767.68","78,069.79","48,814.11","44,704.35","65,567.71","27,923.79","73,539.00"
"14","Capital Expenditures","(46,376.24)","(24,693.10)","(21,722.13)","(19,945.97)","(18,448.12)","(38,670.83)","(25,873.97)","(22,601.24)","(62,101.25)","(29,442.00)"
"15","Total Shares Outstanding (million)","400,396.00","400,396.00","400,400.41","400,400.41","400,400.41","400,400.00","400,400.00","400,400.00","400,400.00","400,400.00"
