"1","Financial Year","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2","30-09-2021       3"
"2","Sales/Revenue","92,819.00","83,496.00","82,197.00","84,011.00","73,489.00","64,856.00","55,038.00","65,912.00","68,675.00","58,259.00"
"3","Pretax Income","3,823.00","(1,009.00)","(15,167.00)","3,389.00","3,191.00","(604.00)","(2,138.00)","3,910.00","4,534.00","1,853.00"
"4","Net Income","1,197.00","(2,613.00)","(14,954.00)","2,058.00","208.00","(989.00)","(2,454.00)","3,359.00","3,813.00","1,765.00"
"5","Cash & Short-Term Investments","42,281.00","23,942.00","35,604.00","28,958.00","39,526.00","14,060.00","26,514.00","23,465.00","33,233.00","25,209.00"
"6","Total Accounts Receivables","105,864.00","108,108.00","101,734.00","115,138.00","103,983.00","90,072.00","76,814.00","90,067.00","89,823.00","79,880.00"
"7","Inventories","70,046.00","77,987.00","81,434.00","63,634.00","65,591.00","49,520.00","51,827.00","45,288.00","51,590.00","49,750.00"
"8","Net Property, Plant & Equipment","272,999.00","274,510.00","265,145.00","252,245.00","249,937.00","232,623.00","222,195.00","218,672.00","212,063.00","208,288.00"
"9","Accrued Payable","-","-","-","69,888.00","70,225.00","48,543.00","58,398.00","56,590.00","67,860.00","57,711.00"
"10","Short Term Debt","52,851.00","55,963.00","61,985.00","62,075.00","62,007.00","34,105.00","31,419.00","28,455.00","25,773.00","20,476.00"
"11","Long Term Debt","70,682.00","67,964.00","63,095.00","58,014.00","53,637.00","45,732.00","31,430.00","26,860.00","22,610.00","20,340.00"
"12","Net Operating Cash Flow","22,864.00","8,534.00","20,031.00","8,552.00","24,302.00","21,068.00","33,527.00","7,950.00","21,983.00","8,066.00"
"13","Capital Expenditures","(8,911.00)","(8,198.00)","(7,480.00)","(4,176.00)","(1,444.00)","(2,535.00)","(2,279.00)","(2,789.00)","(2,773.00)","(1,819.00)"
"14","Total Shares Outstanding (million)","156,187.00","156,187.00","156,187.00","144,743.00","144,743.00","144,743.00","144,743.00","144,743.00","144,734.00","144,743.00"
