"1","Financial Year","31-12-2010","31-12-2011","31-12-2012","31-12-2013","31-12-2014","31-12-2015","31-12-2016","31-12-2017","31-12-2018","31-12-2019"
"2","Sales/Revenue","356,286.00","505,387.00","583,157.00","701,907.00","564,799.00","499,341.00","472,209.00","617,020.00","564,024.00","534,074.00"
"3","Pretax Income","30,446.00","45,705.00","21,669.00","(3,736.00)","5,513.00","2,067.00","8,053.00","21,282.00","6,687.00","14,015.00"
"4","Net Income","21,381.00","31,198.00","14,242.00","(4,405.00)","1,124.00","(1,722.00)","4,687.00","16,045.00","4,745.00","8,739.00"
"5","Cash & Short-Term Investments","9,009.00","13,712.00","6,434.00","12,456.00","13,171.00","8,576.00","8,620.00","12,048.00","11,645.00","19,099.00"
"6","Cash Only","3,573.00","13,712.00","4,734.00","10,714.00","8,944.00","-","-","-","-","-"
"7","Total Accounts Receivables","17,507.00","19,641.00","18,580.00","17,598.00","14,387.00","27,833.00","31,545.00","36,099.00","40,424.00","23,562.00"
"8","Inventories","253,713.00","326,097.00","351,105.00","332,863.00","354,820.00","337,334.00","334,941.00","348,415.00","333,552.00","356,262.00"
"9","Net Property, Plant & Equipment","15,035.00","17,596.00","19,840.00","19,004.00","18,288.00","18,461.00","17,285.00","17,632.00","17,544.00","45,601.00"
"10","Short Term Debt","94,474.00","138,718.00","140,522.00","146,048.00","168,161.00","166,623.00","169,909.00","176,466.00","167,325.00","189,764.00"
"11","Long Term Debt","22,428.00","27,523.00","43,145.00","22,927.00","12,320.00","7,654.00","4,777.00","3,597.00","2,356.00","13,285.00"
"12","Net Operating Cash Flow","(7,609.00)","(31,061.00)","(8,812.00)","25,990.00","(852.00)","9,282.00","7,092.00","5,904.00","19,116.00","27,082.00"
"13","Capital Expenditures","(4,538.00)","(6,269.00)","(3,445.00)","(3,950.00)","(2,555.00)","(3,574.00)","(2,871.00)","(7,013.00)","(6,941.00)","(6,040.00)"
"14","Total Shares Outstanding (million)","138,600.00","138,600.00","138,600.00","138,600.00","138,600.00","138,600.00","138,600.00","138,600.00","138,600.00","138,600.00"
