"1","Financial Year","31-12-2018       4","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1"
"2","Sales/Revenue","2,741.17","978.00","1,002.00","1,311.00","1,652.85","3,250.00","1,755.00","2,747.00","3,099.05","3,039.00"
"3","Pretax Income","1,091.31","(971.00)","(1,385.00)","(801.00)","(940.61)","(1,048.00)","(934.00)","(756.00)","(1,083.20)","(663.00)"
"4","Net Income","1,080.67","(971.00)","(1,385.00)","(801.00)","(926.25)","(1,048.00)","(934.00)","(756.00)","(1,057.22)","(663.00)"
"5","Cash & Short-Term Investments","10,669.95","10,030.00","8,923.00","9,682.00","7,955.00","5,503.00","6,191.00","5,158.00","3,969.00","3,566.00"
"6","Cash Only","-","485.00","760.00","585.00","1,294.00","634.00","867.00","434.00","355.00","750.00"
"7","Total Accounts Receivables","2,155.93","877.00","720.00","934.00","1,209.00","2,793.00","1,585.00","2,031.00","2,242.00","2,089.00"
"8","Inventories","328.27","337.00","362.00","285.00","1,088.00","531.00","505.00","318.00","599.00","230.00"
"9","Net Property, Plant & Equipment","2,151.51","2,127.00","6,544.00","6,659.00","6,585.00","6,338.00","6,536.00","6,311.00","6,157.00","6,067.00"
"10","Short Term Debt","16.00","16.00","17.00","112.00","125.00","88.00","163.00","137.00","74.00","84.00"
"11","Long Term Debt","35.51","31.00","27.00","1,609.00","1,607.00","1,601.00","1,608.00","1,604.00","1,525.00","1,507.00"
"12","Net Operating Cash Flow","(71.09)","(297.00)","(1,046.00)","(705.00)","(1,667.00)","(2,253.00)","612.00","(844.00)","(1,295.00)","(389.00)"
"13","Capital Expenditures","9.89","(62.00)","(757.00)","(124.00)","(21.00)","(73.00)","(5.00)","(55.00)","(39.00)","(5.00)"
"14","Total Shares Outstanding (million)","241,968.17","241,968.17","241,968.17","241,968.17","241,968.17","266,058.67","266,058.67","266,058.67","266,058.67","241,968.17"
