"1","Financial Year","31-03-2019       1","30-06-2019       2","30-09-2019       3","31-12-2019       4","31-03-2020       1","30-06-2020       2","30-09-2020       3","31-12-2020       4","31-03-2021       1","30-06-2021       2"
"2","Sales/Revenue","50,324.00","57,212.00","50,148.00","56,402.87","53,641.00","79,334.00","61,139.00","60,588.96","65,324.00","55,031.00"
"3","Pretax Income","2,071.00","3,513.00","3,267.00","6,503.05","7,484.00","10,882.00","7,004.00","6,645.39","9,331.00","7,196.00"
"4","Net Income","1,575.00","2,747.00","2,688.00","5,179.78","6,615.00","8,847.00","6,158.00","6,397.86","8,199.00","6,280.00"
"5","Cash & Short-Term Investments","40,246.00","39,720.00","44,015.00","55,256.88","49,501.00","67,979.00","69,121.00","79,802.00","73,192.00","82,074.00"
"6","Total Accounts Receivables","57,627.00","61,875.00","54,121.00","49,981.72","59,317.00","65,263.00","60,914.00","49,065.00","51,034.00","44,465.00"
"7","Inventories","23,350.00","24,179.00","22,390.00","23,699.57","24,887.00","19,584.00","27,973.00","30,239.00","27,415.00","26,218.00"
"8","Net Property, Plant & Equipment","243,586.00","242,728.00","243,826.00","243,620.35","242,988.00","239,981.00","236,684.00","246,042.00","246,789.00","243,805.00"
"9","Accrued Payable","33,601.00","34,948.00","31,109.00","34,847.22","39,795.00","48,311.00","43,784.00","44,327.00","42,107.00","34,104.00"
"10","Short Term Debt","7,617.00","8,465.00","6,538.00","6,398.97","7,281.00","6,719.00","7,405.00","9,449.00","8,316.00","9,816.00"
"11","Long Term Debt","12,075.00","11,169.00","10,264.00","9,358.13","8,453.00","7,547.00","6,641.00","5,736.00","4,830.00","3,924.00"
"12","Net Operating Cash Flow","7,899.00","2,684.00","9,899.00","21,303.21","4,472.00","21,452.00","2,690.00","23,468.00","10,220.00","10,132.00"
"13","Capital Expenditures","(3,068.00)","(3,662.00)","(6,151.00)","(8,301.96)","(2,607.00)","(1,332.00)","(659.00)","(12,580.00)","(4,783.00)","(2,526.00)"
"14","Total Shares Outstanding (million)","359,519.76","359,519.76","359,519.76","359,519.76","359,519.76","359,519.76","359,519.76","359,519.76","359,519.76","359,519.76"
