"1","Financial Year","31-07-2017       1","31-10-2017       2","31-01-2018       3","30-04-2018       4","31-07-2018       1","31-10-2018       2","31-01-2019       3","30-04-2019       4","31-07-2019       1","31-10-2019       2"
"2","Sales/Revenue","10,124.00","8,345.00","8,301.00","6,497.00","7,368.00","6,532.00","6,943.00","4,812.00","4,994.00","4,993.00"
"3","Pretax Income","(1,473.00)","(2,522.00)","(2,449.00)","(6,020.00)","(2,741.00)","(2,561.00)","(7,953.00)","(3,704.00)","(3,027.00)","(2,770.00)"
"4","Net Income","(1,486.00)","(2,535.00)","(2,450.00)","(6,029.00)","(2,750.00)","(2,570.00)","(7,963.00)","(3,713.00)","(3,036.00)","(2,779.00)"
"5","Cash & Short-Term Investments","6,079.00","3,701.00","2,957.00","2,724.00","2,229.00","3,549.00","927.00","1,002.00","217.00","573.00"
"6","Cash Only","6,079.00","3,701.00","2,957.00","2,724.00","2,229.00","3,549.00","927.00","1,002.00","217.00","573.00"
"7","Total Accounts Receivables","7,759.00","8,261.00","7,132.00","7,003.00","4,805.00","4,569.00","5,583.00","4,317.00","4,191.00","3,349.00"
"8","Inventories","4,388.00","5,092.00","5,243.00","4,644.00","3,906.00","3,549.00","3,766.00","2,845.00","2,291.00","1,959.00"
"9","Net Property, Plant & Equipment","2,524.00","2,386.00","2,236.00","2,088.00","1,946.00","2,008.00","1,895.00","2,300.00","2,078.00","1,727.00"
"10","Accrued Payable","6,375.00","6,464.00","6,981.00","7,452.00","7,186.00","7,769.00","14,797.00","16,314.00","18,449.00","20,063.00"
"11","Short Term Debt","-","-","-","-","6,664.00","6,399.00","5,837.00","5,409.00","4,752.00","4,873.00"
"12","Long Term Debt","-","-","-","-","-","-","-","-","-","-"
"13","Net Operating Cash Flow","102.00","(3,536.00)","(753.00)","(2,713.00)","158.00","(1,221.00)","(1,950.00)","1,135.00","(5,382.00)","(1,699.00)"
"14","Capital Expenditures","(211.00)","(19.00)","1.00","(6.00)","-","(207.00)","(55.00)","(585.00)","(16.00)","(13.00)"
"15","Total Shares Outstanding (million)","235,085.00","235,085.00","235,085.00","235,085.00","235,085.00","235,085.00","235,085.00","235,085.00","235,085.00","235,085.00"
