"1","Financial Year","30-06-2019       Other","30-09-2019       1","31-12-2019       2","31-03-2020       3","30-06-2020       4","30-09-2020       1","31-12-2020       2","31-03-2021       3","30-06-2021       4","30-09-2021       1"
"2","Sales/Revenue","7,866.15","5,658.95","5,572.00","5,565.00","4,808.00","6,511.00","8,587.00","8,424.00","8,326.00","8,212.00"
"3","Pretax Income","3,134.23","2,039.91","1,717.00","2,430.00","1,572.00","1,566.00","1,447.00","1,785.00","(10,984.00)","2,133.00"
"4","Net Income","3,611.23","2,039.91","1,717.00","2,430.00","1,542.00","1,566.00","1,447.00","1,785.00","(9,745.00)","2,133.00"
"5","Cash & Short-Term Investments","6,441.00","4,753.98","1,951.00","270.00","1,606.00","3,704.00","2,186.00","2,680.00","2,553.00","2,726.00"
"6","Cash Only","779.00","3,203.98","1,951.00","270.00","506.00","3,704.00","2,186.00","2,680.00","2,553.00","2,726.00"
"7","Total Accounts Receivables","3,425.00","6,368.76","9,123.00","16,086.00","2,207.00","2,953.00","1,545.00","2,359.00","814.00","974.00"
"8","Net Property, Plant & Equipment","-","-","-","-","22,358.00","23,139.00","25,804.00","26,786.00","11,965.00","12,813.00"
"9","Short Term Debt","100.00","9,400.00","8,600.00","17,600.00","24,000.00","18,000.00","16,000.00","11,500.00","9,100.00","10,800.00"
"10","Long Term Debt","-","-","-","-","-","254,053.00","254,053.00","261,171.00","259,856.00","259,910.00"
"11","Net Operating Cash Flow","2,820.94","49.73","(1,955.73)","(7,080.00)","17,769.00","4,552.00","5,499.00","4,064.00","8,431.00","5,083.00"
"12","Capital Expenditures","-","-","-","-","-","-","-","-","-","-"
"13","Total Shares Outstanding (million)","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00","280,500.00"
